grant_id,recipient,amount,agency,description,is_biotech,biotech_strategies,materials,topics
DESC0026226,WYONICS LLC,156852.0,,RECOVERY AND SELECTIVE ELECTROCHEMICAL SEPARATION OF RARE EARTH ELEMENTS,False,,rare_earth,extraction;separation_purification
DESC0026218,THE PENNSYLVANIA STATE UNIVERSITY,636000.0,,CONFORMATIONAL DYNAMICS IN DISCRIMINATION OF RARE EARTHS BY LANMODULINS AND THEIR DERIVATIVES,True,protein_based,rare_earth,
DESC0026210,TRUSTEES OF DARTMOUTH COLLEGE,901161.8,,MAGNETIC PROPERTIES OF COBALT-BEARING MINERALS,False,,cobalt,
DESC0026161,NEW MEXICO INSTITUTE OF MINING AND TECHNOLOGY,2500000.0,,REE FRACTIONATION THROUGH COUPLED HYDROTHERMAL REE-CL/SO4/CO3 LIGAND COMPLEXATION AND MINERAL ADSORPTION/SOLID SOLUTION INTERACTION MECHANISMS,False,,rare_earth,fundamental_science;geochemistry
DESC0026084,CORNELL UNIVERSITY,875000.0,,LEVERAGING COOPERATIVE COMPLEXATION IN HELICAL LADDER POLYMERS FOR RARE EARTH ELEMENT SEPARATION,False,,rare_earth,separation_purification
DESC0026025,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,264000.0,,PROBING CHELATION EFFECTS ON PROTEIN-BASED RARE EARTH ELEMENT SEPARATIONS,False,,rare_earth,separation_purification
DESC0025792,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",563319.06,,LEVERAGING MACROCYCLIC CHELATORS FOR RARE EARTH ELEMENT SEPARATIONS,False,,rare_earth,separation_purification
DESC0025607,CASE WESTERN RESERVE UNIVERSITY,875000.0,,WASTED SPACE?: VISUALIZING RARE EARTH ELEMENT LIGAND AND ANALYTE ACCESS WITHIN POROUS MATERIALS,False,,rare_earth,characterization
DESC0025320,STEL CONTROLS LLC,199927.0,,CONCENTRATED SOLAR THERMAL DRYING FOR MINED MINERALS,False,,general_mineral,
DESC0025289,ILLINOIS INSTITUTE OF TECHNOLOGY,450000.0,,EXPLORING THE FEASIBILITY OF AQUA-MINING FOR RECOVERY OF CRITICAL METALS USING COMPUTATIONAL MOLECULAR MODELING,False,,critical_minerals,extraction;exploration;fundamental_science;modeling_simulation
DESC0025217,UNIVERSITY OF MISSOURI SYSTEM,660000.0,,EXTRACTION OF RARE EARTH ELEMENTS USING CHEMICALLY-ENHANCED ELECTRODIALYSIS (CEED),False,,rare_earth,extraction
DESC0025054,MICROBEAM TECHNOLOGIES INCORPORATED,249986.0,,SUBSURFACE CHARACTERIZATION OF CRITICAL MINERALS USING DOWN HOLE LOGGING EQUIPMENT,False,,critical_minerals,characterization
DESC0025053,"METROLASER, INCORPORATED",249921.0,,ROBUST SPLIT LASER SPECTROSCOPIC SENSOR FOR IN-SITU CHARACTERIZATION OF RARE EARTH ELEMENTS AND OTHER CRITICAL MINERALS IN MINING DEPOSITS,False,,rare_earth;critical_minerals,characterization
DESC0024741,"TRITON SYSTEMS, INC.",199971.0,,RARE EARTH AND CRITICAL ELEMENTS RECOVERY VIA SELECTIVE MEMBRANES: AI/ML-GUIDED MEMBRANE DEVELOPMENT,False,,rare_earth;critical_minerals,extraction
DESC0024500,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",540000.0,,RETICULAR MATERIALS AND DATA-DRIVEN COMPUTER SIMULATIONS FOR SEAWATER MINING OF VALUABLE METALS,False,,critical_minerals;battery_materials,modeling_simulation;materials_science
DESC0024392,BOISE STATE UNIVERSITY,888250.0,,UPTAKE MECHANISMS OF REE IN SEDIMENTARY PHOSPHORITE MINERAL SPONSOR: DEPARTMENT OF ENERGY,False,,rare_earth;phosphate,fundamental_science
DESC0024047,RESILIENCE ANALYTICS LLC,1299473.0,,MAPPING RISKS AND STRESS TESTING RESILIENCE IN CRITICAL MINERAL SUPPLY CHAINS,False,,critical_minerals,
DESC0023933,NUMAT TECHNOLOGIES INC,199483.0,,FUNCTIONALIZED POLYMERIC RESINS FOR HIGH-PURITY SEPARATIONS OF RARE EARTH ELEMENTS,False,,rare_earth,separation_purification
DESC0023882,WYONICS LLC,200000.0,,SELECTIVE ELECTROCHEMICAL RECOVERY OF RARE EARTH ELEMENTS FROM ORE,False,,rare_earth,extraction
DESC0023792,"CF TECHNOLOGIES, INC",206497.0,,CHROMATOGRAPHIC SEPARATION OF RARE EARTH ELEMENTS,False,,rare_earth,separation_purification
DESC0023035,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,750000.0,,POLYMERIC CHELATORS FOR RARE-EARTH ELEMENT EXTRACTION AND SEPARATION,False,,rare_earth,extraction;separation_purification
DESC0022984,UNIVERSITY OF CHICAGO,749998.0,,PROBING THE COORDINATION IN CONFINEMENT FOR ELECTROCHEMICAL SEPARATION AMONG RARE EARTH ELEMENTS,False,,rare_earth,separation_purification
DESC0022866,MATERIALS MODIFICATIONS INC,200000.0,,CRITICAL MINERALS AND MATERIALS RECOVERY FROM OIL AND GAS PRODUCED WATER,False,,critical_minerals;general_mineral,extraction
DESC0022761,"CF TECHNOLOGIES, INC",206476.0,,SUPERCRITICAL RECOVERY OF RARE EARTH ELEMENTS FROM PHOSPHATE MINING WASTE,False,,rare_earth;phosphate,extraction
DESC0022758,CEMVITA FACTORY INC,1347265.0,,BIOLEACHING APPROACHES FOR RECOVERY OF LITHIUM FROM CLAYS,True,bioleaching,lithium,extraction
DESC0022475,"BIOENNO TECH, LLC",200000.0,,"RARE EARTH OXIDE (REO)-BASED HIGH-VOLTAGE, HIGH-CAPACITY LINIPO4 AS CATHODE OF HIGH-SAFETY, HIGH-ENERGY-DENSITY SOLID-STATE LI-ION BATTERIES(SSLIBS) FOR ELECTRIC DRIVE VEHICLE APPLICATIONS",False,,rare_earth;lithium,
DESC0022451,UNIVERSITY OF CHICAGO,750000.0,,TRACING THE CYCLING OF RARE EARTH ELEMENTS ON EARTH USING COMBINED ISOTOPIC AND VIBRATIONAL SPECTROSCOPIC APPROACHES,False,,rare_earth,characterization;geochemistry
DESC0022269,NEW MEXICO INSTITUTE OF MINING AND TECHNOLOGY,1800000.0,,MOLECULAR COMPLEXATION OF RARE EARTH ELEMENTS (REE) IN HIGH TEMPERATURE AND PRESSURE SUPERCRITICAL GEOLOGIC FLUIDS,False,,rare_earth,fundamental_science
DESC0022231,UNIVERSITY OF CHICAGO,1910155.0,,TAILORING THE SELECTIVE TRANSPORT PATHWAY OF RARE EARTH ELEMENTS IN SOLID IONIC CHANNELS GUIDED BY IN SITU CHARACTERIZATION AND PREDICTIVE MODELING,False,,rare_earth,characterization;modeling_simulation
DESC0022217,TRUSTEES OF THE COLORADO SCHOOL OF MINES,1375275.0,,DRIVING SELECTIVITY AMONG RARE EARTH ELEMENTS THROUGH PHASE MODIFIERS,False,,rare_earth,
DESC0022213,"WASHINGTON UNIVERSITY, THE",1260000.0,,GEOCHEMICAL MECHANISMS CONTROLLING RARE EARTH ELEMENT AND PLATINUM GROUP ELEMENT MIGRATION AND ENRICHMENT DURING CRUSTAL AQUEOUS ALTERATION AND WEATHERING,False,,rare_earth,characterization;fundamental_science;geochemistry
DESC0022168,NORTHEASTERN UNIVERSITY,2100000.0,,DESIGNING STRONG STABILITY IN NON-CRITICAL AND RARE-EARTH-LEAN MAGNETIC MATERIALS,False,,rare_earth,
DESC0021920,PHOENIX TAILINGS INC,250000.0,,ADVANCED LOW-ENERGY TECHNIQUE FOR PRODUCING RARE EARTH METAL USING A MIXED HALIDE MOLTEN SALT,False,,rare_earth,
DESC0021884,"TDA RESEARCH, INC.",250000.0,,IONIC LIQUID-BASED ELECTROWINNING FOR REFINING OF RARE EARTH OXIDES/SALTS,False,,rare_earth,separation_purification
DESC0021837,MICROBEAM TECHNOLOGIES INCORPORATED,249886.0,,"DEVELOPMENT OF SORTING ALGORITHM FOR CRITICAL MINERAL-RICH COAL RESOURCE FEEDSTOCKS FOR USE IN FULL-STREAM 
ANALYZERS",False,,critical_minerals;general_mineral,
DESC0021745,POWDERMET INC,1349698.0,,RARE EARTH FREE MOTOR DESIGNS WITH MNBI,False,,rare_earth,
DESC0021742,"RESPEC COMPANY, LLC",249929.0,,PRODUCTION OF CRITICAL MINERALS FROM COAL-BASED RESOURCES,False,,critical_minerals;general_mineral,
DESC0021702,"GLYCOSURF, INC.",1905820.0,,DEVELOPMENT OF LIGAND-ASSOCIATED SOLID-LIQUID EXTRACTION MEDIA SYSTEM FOR SEPARATION OF HIGH PURITY INDIVIDUAL RARE EARTH ELEMENTS FROM COAL-BASED RESOURCES,False,,rare_earth,extraction;separation_purification
DESC0021662,CORNELL UNIVERSITY,396680.94,,TUNING THE ION SIZE SELECTIVITY OF MACROCYCLIC AQUEOUS COMPLEXANTS FOR USE IN RARE EARTH ELEMENT SEPARATIONS,False,,rare_earth,separation_purification
DESC0021461,"SKYHAVEN SYSTEMS, LLC",206440.86,,RARE EARTH METAL SEPARATION AND RECOVERY,False,,rare_earth,extraction;separation_purification
DESC0021106,NEW MEXICO INSTITUTE OF MINING AND TECHNOLOGY,895551.85,,AN INTERNALLY CONSISTENT THERMODYNAMIC DATABASE FOR THE RARE EARTH ELEMENTS (REE) AT HYDROTHERMAL CONDITIONS,False,,rare_earth,fundamental_science;geochemistry
DESC0021007,THE PENNSYLVANIA STATE UNIVERSITY,750000.0,,PROBING IANMODULIN'S MECHANISMS OF RARE-EARTH SELECTIVITY FOR PROTEIN-BASED BIOSEPARATIONS,False,,rare_earth,fundamental_science
DESC0020853,"PIONEER INVENTION, LLC",1356049.0,,RARE EARTH ELEMENT EXTRACTION AND RECYCLING,False,,rare_earth,extraction;recycling
DESC0020813,UHV TECHNOLOGIES INC,200000.0,,"LOW COST, HIGH THROUGHPUT RARE EARTH RECOVERY SYSTEM FOR END OF LIFE SCRAP",False,,rare_earth,extraction;recycling
DESC0020204,TEXAS TECH UNIVERSITY SYSTEM,400380.55,,CHEMICALLY ENHANCED ELECTRODIALYSIS (CEED) FOR RECOVERY OF RARE EARTH ELEMENTS,False,,rare_earth,extraction
DESC0020071,CLEMSON UNIVERSITY,1161624.0,,CRYSTAL GROWTH AND QUANTUM PHASES OF FRUSTRATED RARE EARTH OXIDES,False,,rare_earth,fundamental_science
DESC0020031,TECHNOLOGY HOLDING LLC,200000.0,,NANOPOROUS ATOMICALLY THIN MEMBRANES FOR DESALINATION AND RARE EARTH MATERIALS RECOVERY,False,,rare_earth,extraction;fundamental_science
DESC0020030,"TRITON SYSTEMS, INC.",206134.0,,RARE EARTH ELEMENT HARVESTING FROM SEAWATER RO BRINE,False,,rare_earth,
DESC0019895,"GREENBLU, INC.",200000.0,,ZERO DISCHARGE DESALINATION WITH MINERAL RECOVERY USING MULTIPLE-EFFECT VAPOR ABSORPTION,False,,general_mineral,extraction
DESC0019871,QUANTUM VENTURA INC,2449045.0,,THE ENERGY AND COST-EFFICIENT E-WASTE RECOVERY PROJECT FOR RARE-EARTHS AND PRECIOUS METALS,False,,rare_earth;gold,extraction;recycling
DESC0019804,MATERIALS RESEARCH LLC,199905.8,,SILICON-CALCIUM BASED REDUCTION OF RARE EARTH OXIDES,False,,rare_earth,
DESC0019794,"FARADAY TECHNOLOGY, INC.",206500.0,,LOW TEMPERATURE REDUCTION OF RARE EARTH METALS USING IONIC LIQUIDS,False,,rare_earth,
DESC0019565,"CF TECHNOLOGIES, INC",1199467.0,,"SUPERCRITICAL FLUID SEPARATION AND PURIFICATION OF RARE EARTH ELEMENTS, PARTICULARLY LANTHANIDES INCLUDING 177-LU, TO LOWER ENERGY CONSUMPTION, REDUCE PROCESSING TIME AND REDUCE WASTES",False,,rare_earth,separation_purification
DESC0018561,WYONICS LLC,150000.0,,IONIC LIQUIDS AS ADVANCED SOLVENTS FOR THE EXTRACTION OF RARE EARTH ELEMENTS FROM COAL PRODUCTS,False,,rare_earth,extraction
DESC0018557,"MONTANA EMERGENT TECHNOLOGIES, INC.",150000.0,,PERMEABILITY CONTROL FOR ENHANCED OIL AND GAS RECOVERY IN UNCONVENTIONAL RESERVOIRS USING ADVANCED MINERAL PRECIPITATION TECHNOLOGIES,False,,,extraction;separation_purification
DESC0018528,"SKYHAVEN SYSTEMS, LLC",149978.0,,RARE EARTH EXTRACTION FROM COAL FLY ASH,False,,rare_earth;coal_byproduct,extraction
DESC0017762,PHYSICAL SCIENCES INC.,224843.0,,SPECTROCHEMICAL DETECTION AND MONITORING OF RARE EARTH ELEMENTS DURING EXTRACTION FROM COAL/COAL BYPRODUCTS,False,,rare_earth;coal_byproduct,extraction
DESC0017737,PHYSICAL OPTICS CORPORATION,188730.89,,RARE EARTH ELEMENT MASS ANALYZER,False,,rare_earth,
DESC0017259,"TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA, THE",2072920.0,,ADVANCING SEPARATIONS OF RARE EARTH ELEMENTS THROUGH COORDINATION AND (PHOTO)REDOX CHEMISTRY,False,,rare_earth,separation_purification
DENE0008261,"OHIO STATE UNIVERSITY, THE",618910.1,,RARE EARTH ELECTROCHEMICAL PROPERTY MEASUREMENTS AND PHASE DIAGRAM DEVELOPMENT IN A COMPLEX MOLTEN SALT MIXTURE FOR MOLTEN SALT RECYCLE,False,,rare_earth,recycling
DENA0003916,UNIVERSITY OF ALABAMA AT BIRMINGHAM,494999.99,,"UNIVERSITY OF ALABAMA AT BIRMINGHAM
STUDIES ON RARE EARTH METALS AND ALLOYS UNDER TERAPASCAL PRESSURES IN SUPPORT OF THE STOCKPILE STEWARDSHIP PROGRAM
MOD 0000 FULLY FUNDS BUDGET YEAR 1 OF THE GRANT I",False,,rare_earth,
DENA0002928,UNIVERSITY OF ALABAMA AT BIRMINGHAM,449999.99,,STUDIES ON RARE EARTH METALS AND ALLOYS UNDER EXTREME CONDITIONS IN SUPPORT OF THE STOCKPILE STEWARDSHIP PROGRAM,False,,rare_earth,
DEMS0000144,"MICHIGAN DEPARTMENT OF ENVIRONMENT, GREAT LAKES, AND ENERGY",2000000.0,,"BIPARTISAN INFRASTRUCTURE LAW (BIL) - MICHIGAN’S SUSTAINABLE PATH TO CONSUMER BATTERY RECYCLING

THE OBJECTIVE OF THIS PROJECT IS TO COORDINATE EXISTING BATTERY RELATED STATE FUNDING AND PROGRAM EFFOR",False,,battery_materials,recycling;environmental
DEMS0000114,"URBIX, INC",124609721.0,,"BIPARTISAN INFRASTRUCTURE LAW (BIL): COMMERCIAL PRODUCTION OF ADVANCED BATTERY GRADE GRAPHITE

THE RECIPIENT IS AN ADVANCED CRITICAL MINERALS PROCESSING COMPANY THAT HAS DEVELOPED AN INNOVATIVE, COST-",False,,critical_minerals;general_mineral,
DEMS0000104,AMERICAN BATTERY TECHNOLOGY COMPANY,122993645.63,,"BIPARTISAN INFRASTRUCTURE LAW (BIL) - COMMERCIAL SCALE BATTERY RECYCLING FACILITY FOR THE MANUFACTURING OF DOMESTIC CRITICAL MINERALS 

THE OBJECTIVE OF THIS PROJECT IS TO CONSTRUCT A COMMERCIAL SCALE",False,,battery_materials;critical_minerals,recycling
DEMS0000101,"REVEX TECHNOLOGIES, INC.",122993645.63,,"BIPARTISAN INFRASTRUCTURE LAW: REV NICKEL: A PARTNERSHIP BETWEEN A NEXT-GENERATION CRITICAL MINERAL PROCESSING COMPANY AND THE ONLY OPERATING US NICKEL MINE TO TURN WASTE STREAMS
THE OBJECTIVE OF THE ",False,,nickel;critical_minerals;general_mineral,
DEMS0000003,TALON NICKEL (USA) LLC,114846344.0,,"DE-MS00000003
TALON NICKEL (USA) LLC
BIPARTISAN INFRASTRUCTURE LAW (BIL) PROJECT DOUBLE PLAY: AN ADVANCED DOMESTIC BATTERY MINERALS PROCESSING FACILITY
NEW AWARD",False,,nickel;general_mineral,
DEFE0032555,UNIVERSITY OF UTAH,5000000.0,,"BIPARTISAN INFRASTRUCTURE LAW (BIL) - ADVANCED PROCESSING FOR CRITICAL MATERIALS EXTRACTION, RECOVERY, SEPARATION, AND PURIFICATION

THE OBJECTIVES OF THIS PROJECT IS TO 1) EVALUATE TECHNOLOGIES FOR P",False,,critical_minerals,extraction;separation_purification
DEFE0032526,WEST VIRGINIA OFFICE OF ENERGY,270000.0,,"HYDROGEN AND CRITICAL MINERAL EXTRACTION FROM FOSSIL FUELS

THIS PROJECT’S PURPOSE IS TO EXPLORE THE POTENTIAL FOR THE PRODUCTION OF LI-ION BATTERY GRADE GRAPHITE AND HYDROGEN FROM COAL, AND IDENTIFY ",False,,lithium;critical_minerals;general_mineral,extraction
DEFE0032522,MICROBEAM TECHNOLOGIES INCORPORATED,2499978.0,,"THE OVERALL OBJECTIVE OF THIS PROJECT IS TO DEMONSTRATE AT A BENCH-SCALE AN ADVANCED PROCESS TO PRODUCE 
GE AND GA FROM A MIXED RARE EARTH OXIDE/MIXED RARE EARTH SALT (MREO/MRES) CONCENTRATE FROM A CA",False,,rare_earth,process_development
DEFE0032517,WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION,5000000.0,,"BIPARTISAN INFRASTRUCTURE LAW (BIL) - SEPARATION OF RARE EARTH OXIDES AND REDUCTION TO METAL PRODUCTS 

THE OVERALL OBJECTIVE OF THIS PROJECT IS TO DESIGN, DEVELOP, AND DEPLOY INNOVATIVE PROCESS TECHN",False,,rare_earth,separation_purification
DEFE0032505,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE",5000000.0,,"THIS PROJECT PLANS TO CONDUCT PILOT TESTING TO OBTAIN AQUEOUS SOLUTIONS RICH IN MIXED RARE EARTH ELEMENTS AND CRITICAL MINERALS AND MATERIALS (MANGANESE, COBALT, NICKEL, AND STRONTIUM) AND A LITHIUM-C",False,,rare_earth;lithium;cobalt;nickel;manganese;critical_minerals,process_development
DEFE0032498,THE PENNSYLVANIA STATE UNIVERSITY,4999801.0,,"THE ALLIANCE FOR CRITICAL MINERAL EXTRACTION AND PRODUCTION FROM COAL-BASED RESOURCES FOR VITALITY ENHANCEMENT IN DOMESTIC SUPPLY CHAINS(ACME-REVIVE)

THE PRIMARY OBJECTIVE OF THE ALLIANCE FOR CRITICA",False,,critical_minerals;general_mineral,extraction
DEFE0032495,LEHIGH UNIVERSITY,2000000.0,,"CHARACTERIZATION AND RECOVERY OF RARE EARTH ELEMENTS/ELEMENTS OF INTEREST IN COAL COMBUSTION RESIDUAL WASTEWATER AND SOLID WASTES ASSOCIATED WITH COAL POWER GENERATION
THE PROJECT OBJECTIVE IS TO CHAR",False,,rare_earth;coal_byproduct,extraction;characterization
DEFE0032490,"TETRA TECH, INC.",5389456.0,,"BIPARTISAN INFRASTRUCTURE LAW (BIL) - DEMONSTRATION SCALE MODULAR RARE EARTH METALS, ALUMINA, AND LITHIUM CARBONATE PRODUCTION PLANT FROM BITUMINOUS COAL UNDERCLAY",False,,rare_earth;lithium,process_development
DEFE0032489,UNIVERSITY OF ILLINOIS,4000000.0,,"BIPARTISAN INFRASTRUCTURE LAW (BIL) - ILLINOIS RARE EARTH NOVEL EXTRACTION AND SUPPLY (IRENES)

THE ILLINOIS RARE EARTH NOVEL EXTRACTION AND SUPPLY (IRENES) PROJECT SEEKS TO PERFORM THE FRONT END ENGI",False,,rare_earth,extraction
DEFE0032488,WINNER WATER SERVICES INC,7993082.0,,"THE RECIPIENT WILL PERFORM A FRONT END ENGINEERING AND DESIGN (FEED) STUDY, BASED ON AN ASSOCIATION FOR ADVANCEMENT OF COST ENGINEERING (AACE) CLASS 3 COST STRATEGY, OF A 1-3 T MIXED RARE EARTH OXIDE ",False,,rare_earth,
DEFE0032481,"WASHINGTON UNIVERSITY, THE",499683.0,,NOVEL SUPERCRITICAL FLUID EXTRACTION/ENRICHMENT OF RARE EARTH ELEMENTS DIRECTLY FROM SOLID COAL-BASED RESOURCES,False,,rare_earth,extraction
DEFE0032480,DUKE UNIVERSITY,500000.0,,"CHARACTERIZATION OF COAL MINE DRAINAGE WASTES TO INFORM THE EXTRACTION POTENTIAL OF CRITICAL METALS

THIS PROJECT WILL STUDY GEOCHEMICAL CHARACTERISTICS OF COAL ACID MINE DRAINAGE (AMD) FLUIDS AND TRE",False,,coal_byproduct;critical_minerals,extraction;characterization;environmental;geochemistry
DEFE0032476,TENNESSEE STATE UNIVERSITY,800000.0,,DEVELOPMENT OF MINING ENGINEERING EDUCATION CURRICULUM AT TENNESSEE STATE UNIVERSITY TO PREPARE A WORKFORCE FOR CRITICAL MINERAL PRODUCTION. THE OVERALL OBJECTIVE OF THE PROJECT IS TO DEVELOP A COMPRE,False,,critical_minerals,
DEFE0032474,GEORGIA TECH RESEARCH CORP,500000.0,,"TESTING AND DEVELOPING IONIC LIQUIDS FOR INTEGRATED LEACHING, EXTRACTION, SEPARATION AND REFINEMENT OF RARE EARTH ELEMENTS FROM COAL FLY ASH.
THE OVERALL OBJECTIVE OF THIS PROJECT IS TO DEVELOP A SMAL",False,,rare_earth;coal_byproduct,extraction;separation_purification
DEFE0032470,HOWARD UNIVERSITY,499971.0,,APPLICATION OF CARBORANYL IONIC LIQUIDS FOR RARE EARTH ELEMENT RECOVERY FROM COAL ASH,False,,rare_earth;coal_byproduct,extraction
DEFE0032469,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE",499811.0,,ADVANCING RARE EARTH ELEMENT RECOVERY FROM COAL REFUSE STREAMS: AN IONIC LIQUID-ASSISTED PROCESS COUPLED WITH MOLECULAR DYNAMICS SIMULATION-SUPPORTED MACHINE LEARNING FOR NOVEL IONIC LIQUID DEVELOPMEN,False,,rare_earth;coal_byproduct,extraction;fundamental_science;modeling_simulation
DEFE0032353,REGENTS OF THE UNIVERSITY OF CALIFORNIA AT RIVERSIDE,2000000.0,,THE OVERARCHING GOAL IS TO CREATE A CRITICAL MINERALS ANALYTICAL FACILITY AT UC RIVERSIDE (UCR) AND THE PALM DESERT CAMPUS OF UCR (UCR PD) TO MEET THE NEEDS OF THE EMERGING LITHIUM (LI) INDUSTRY IN TH,False,,lithium;critical_minerals,characterization
DEFE0032320,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,1000000.0,,THIS PROJECT IS TO COMPLETE THE DEVELOPMENT AND VALIDATION OF NOVEL PROCESSES FOR THE RECOVERY OF CARBONACEOUS MATERIALS AND RARE EARTH ELEMENTS (REES) FROM COAL WASTE.,False,,rare_earth;coal_byproduct,extraction
DEFE0032319,THE PENNSYLVANIA STATE UNIVERSITY,2100000.0,,"ACIDIC WATER POLLUTION CLEANUP AND COMMUNITY ECONOMIC DEVELOPMENT THROUGH DOMESTIC PRODUCTION OF 
CRITICAL MINERALS FOR NATIONAL SECURITY. THE OBJECTIVE OF THIS EFFORT IS TO DESIGN AND INSTALL A MODUL",False,,critical_minerals,environmental
DEFE0032296,WEST VIRGINIA UNIVERSITY,8000000.0,,"BIPARTISAN INFRASTRUCTURE LAW (BIL) - ACID MINE DRAINAGE AND RARE EARTH ELEMENTS (AMDREE): INTEGRATED TREATMENT OF ACID MINE DRAINAGE AND RARE EARTH PRODUCTION

THE PROJECT WILL COMPLETE A FRONT-END E",False,,rare_earth;coal_byproduct,environmental
DEFE0032295,UNIVERSITY OF NORTH DAKOTA,7999999.0,,"BIPARTISAN INFRASTRUCTURE LAW (BIL) - RECOVERY AND REFINING OF RARE EARTH ELEMENTS FROM LIGNITE MINE WASTES
THE PROJECT WILL DEVELOP A CLASS 3 COST ESTIMATE AND ASSOCIATED FRONT-END ENGINEERING DESIGN",False,,rare_earth,extraction
DEFE0032236,MICHIGAN TECHNOLOGICAL UNIVERSITY,749980.0,,"NEW AWARD: ALUMINUM CRITICAL MINERAL PRODUCTION VIA LANDFILL MINING:
ENVIRONMENTAL, COMMUNITY, AND TECHNICAL FEASIBILITY FOR INTEGRATED MULTI-MATERIAL RESOURCE RECOVERY",False,,critical_minerals,extraction;environmental
DEFE0032123,FLORIDA POLYTECHNIC UNIVERSITY,199481.74,,"NEW AWARD DE-FE0032123, DEPARTMENT OF ENERGY (DOE) WITH THE FLORIDA POLYTECHIC UNIVERSITY TITLED: TECHNOLOGY DEVELOPMENT AND INTEGRATION FOR VOLUME PRODUCTION OF HIGH PURITY RARE EARTH METALS FROM PHO",False,,rare_earth,
DEFE0032122,UNIVERSITY OF UTAH,200000.0,,"DE-FE0032122
NEW AWARD
EXTRACTION, SEPARATION, AND PRODUCTION OF HIGH PURITY RARE EARTH ELEMENTS AND CRITICAL MINERALS FROM COAL-BASED AND RELATED RESOURCES",False,,rare_earth;critical_minerals,extraction;separation_purification
DEFE0032121,UNIVERSITY OF NORTH DAKOTA,200000.0,,"DE-FE0032121; NEW AWARD
''TUNABLE ELECTROCHEMICAL PATHWAY FOR HIGH-PURITY RARE EARTH METALS (REM) AND CRITICAL MINERALS (CM)''",False,,rare_earth;critical_minerals,
DEFE0032120,WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION,199997.0,,"DE-FE0032120
WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION - NEW AWARD
ADVANCED PROCESSING OF RARE EARTH ELEMENTS AND CRITICAL MINERALS FROM ACID MINE DRAINAGE FEEDSTOCKS",False,,rare_earth;coal_byproduct;critical_minerals,environmental
DEFE0032119,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE",194876.68,,DE-FE0032119; NEW AWARD - TITLE ''MULTI-SOURCED COLLABORATION FOR THE PRODUCTION AND REFINING OF RARE EARTH AND CRITICAL METALS'',False,,rare_earth;critical_minerals,
DEFE0032056,UNIVERSITY OF KANSAS CENTER FOR RESEARCH INC,2085000.0,,"AWARD NUMBER: DE-FE0032056
RECIPIENT: UNIVERSITY OF KANSAS CENTER FOR RESEARCH, INC.
NEW AWARD TITLED, CRITICAL MINERALS IN COALY STRATA OF THE CHEROKEE-FOREST CITY BASIN",False,,critical_minerals,
DEFE0032054,WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION,2085000.0,,"DE-FE0032054 TITLED MID-APPALACHIAN CARBON ORE, RARE EARTH AND CRITICAL MINERALS INITIATIVE.

NEW AWARD TO THE WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION",False,,rare_earth;critical_minerals,
DEFE0032053,UNIVERSITY OF TEXAS AT AUSTIN,1997376.0,,"DE-FE0032053, ASSESSMENT OF RARE EARTH ELEMENTS AND CRITICAL MATERIAL IN CRITICAL MINERALS IN COAL AND COAL ASH IN THE UNITED STATES GULF COAST",False,,rare_earth;coal_byproduct;critical_minerals,
DEFE0032051,NEW MEXICO INSTITUTE OF MINING AND TECHNOLOGY,2056480.0,,"AWARD NUMBER: DE-FE0032051
RECIPIENT: NEW MEXICO INSTITUTE OF MINING AND TECHNOLOGY
NEW AWARD TITLED, CARBON ORE, RARE EARTH, AND CRITICAL MINERALS (CORE-CM) ASSESSMENT OF SAN JUAN RIVER-RATON 
COAL B",False,,rare_earth;critical_minerals,
DEFE0032049,UNIVERSITY OF ILLINOIS,1966986.66,,"DE-FE0032049 TITLED ILLINOIS BASIN CARBON ORE, RARE EARTH, AND CRITICAL MINERALS INITIATIVE.

NEW AWARD TO THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS.",False,,rare_earth;critical_minerals,
DEFE0032048,UNIVERSITY OF WYOMING,2084025.2,,"NEW AWARD TO THE UNIVERSITY OF WYOMING, AWARD NUMBER: DE-FE0032048, PROJECT ENTITLED: POWDER RIVER BASIN CORE-CM: ADVANCING STRATEGIES FOR CARBON ORE, RARE
EARTH ELEMENT, AND CRITICAL MINERAL RESOURCE",False,,rare_earth;critical_minerals;general_mineral,
