Category,Appl_id,FY,Funding_IC,Project_Number,Sub_Project,Project_Title,PI_Name,Org_Name,State_Country,Amount,Tag,Reason,Environmental_Subgroup,Combined_Tag,Fix_Applied,UserFix_Applied,Clinical_Subcategory,Mechanistic_Subcategory
Breast Cancer,10864990,2024,NCI,5R01CA257557-04,,Precision magnetic hyperthermia by integrating magnetic particle imaging,"IVKOV, ROBERT",JOHNS HOPKINS UNIVERSITY,MD,607180,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10865018,2024,NCI,5R01CA278058-02,,Small molecules targeting RuvBL complex for triple negative breast cancer,"XIAO, XIANGSHU",OREGON HEALTH & SCIENCE UNIVERSITY,OR,571007,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10865052,2024,NCI,5R01CA278672-02,,Chip-Scale Intraoperative Optical Navigation with Immunotargeted Upconverting Nanoparticles,"ANWAR, MEKHAIL","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,606912,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10865140,2024,NCI,5R01CA256543-04,,Targeting Constitutively Active SUMO Modified Androgen Receptors in Endocrine Resistant Breast Cancer,"BAWA-KHALFE, TASNEEM",UNIVERSITY OF HOUSTON,TX,338138,Mechanistic_Pathogenesis,Reclassified - Studies receptor biology,,Mechanistic_and_Genetic,,,,
Breast Cancer,10865172,2024,NIA,1K23AG086604-01,,Memantine and Exercise for Chemotherapy-Related Cognitive Decline in Patients with Breast Cancer,"NAKAMURA, ZEV",UNIV OF NORTH CAROLINA CHAPEL HILL,NC,181626,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10865488,2024,NCI,1R03CA289066-01,,"Nurses Surviving Breast Cancer: An exploration of breast cancer diagnosis, reported lymphedema symptoms, and lifestyle status in the Nurses' Health Study Survey","ANDERSON, ELIZABETH",UNIVERSITY OF MISSOURI-COLUMBIA,MO,156500,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10865838,2024,NIEHS,1K99ES036286-01,,Unraveling the molecular link between heavy metal exposure and triple negative breast cancer,"NAIL, ALEXANDRA",UNIVERSITY OF LOUISVILLE,KY,124087,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10866384,2024,NCI,5R01CA275423-02,,Engineered hybrid aging model for disease progression,"ZORLUTUNA, PINAR",UNIVERSITY OF NOTRE DAME,IN,439567,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10866429,2024,NIBIB,5R01EB031585-03,,A Computational Framework Enabling Virtual Imaging Trials of 3D Quantitative Optoacoustic Tomography Breast Imaging,"ANASTASIO, MARK",UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,IL,515449,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10866436,2024,NCI,5R01CA244413-05,,To study the EMT contributions in tumor metastasis and chemoresistance by using lineage tracing models,"GAO, DINGCHENG",WEILL MEDICAL COLL OF CORNELL UNIV,NY,464556,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10866438,2024,NCI,5R01CA251448-05,,Targeting cell cycle and metabolic pathways of high risk breast cancers using mouse models of hyperinsulinemia,"REDDY, E",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NY,498956,Mechanistic_Pathogenesis,Reclassified - Studies cancer metabolism,,Mechanistic_and_Genetic,,,,
Breast Cancer,10866472,2024,NCI,5P30CA091842-23,6516,09 Breast Cancer Research Program,"EBERLEIN, TIMOTHY",WASHINGTON UNIVERSITY,MO,68375,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10866474,2024,NCI,5P30CA091842-23,6520,11 Solid Tumor Therapeutics Program,"EBERLEIN, TIMOTHY",WASHINGTON UNIVERSITY,MO,100450,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10866525,2024,NCI,5R01CA262418-04,,Targeting cellular double-stranded RNA homeostasis in breast cancer,"HAN, CECIL",GEORGETOWN UNIVERSITY,DC,355088,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10866551,2024,NCI,5R01CA262232-04,,Therapeutically leveraging metabolic vulnerabilities in breast cancer,"MILLER, TODD",MEDICAL COLLEGE OF WISCONSIN,WI,283575,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10866774,2024,NHLBI,1R01HL173549-01,,Mechanism of Chemotherapy Induced Microvascular Dysfunction in Cancer Survivors,"BEYER, ANDREAS",MEDICAL COLLEGE OF WISCONSIN,WI,693424,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10867312,2024,NCI,5R01CA251374-04,,Inhibiting tumor growth and metastasis in highly aggressive breast cancers with centrosome amplification,"SAHIN, OZGUR",MEDICAL UNIVERSITY OF SOUTH CAROLINA,SC,321814,Mechanistic_Pathogenesis,Reclassified - Studies metastasis mechanism,,Mechanistic_and_Genetic,,,,
Breast Cancer,10867313,2024,NCI,5R01CA237376-05,,Inflammatory microenvironment in brain metastasis,"LAWSON, DEVON",UNIVERSITY OF CALIFORNIA-IRVINE,CA,318887,Mechanistic_Pathogenesis,Reclassified - Studies metastasis mechanism,,Mechanistic_and_Genetic,,,,
Breast Cancer,10867324,2024,NCI,5K01CA241393-04,,Decision Support for Multigene Panel Testing and Family Risk Communication among Racially/Ethnically Diverse Young Breast Cancer Survivors,"JONES, TARSHA",FLORIDA ATLANTIC UNIVERSITY,FL,154505,Everything_else,Clinical/implementation/behavioral focus,,Everything_else,,,,
Breast Cancer,10867335,2024,NCI,5R01CA281220-02,,The Effects of Treating Insomnia on Behavioral Weight Loss Outcomes in Survivors of Breast Cancer,"WILDER COUGHLIN, JANELLE",JOHNS HOPKINS UNIVERSITY,MD,645399,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10867348,2024,NCI,5K08CA280388-02,,Repurposing RET Inhibitors for Endocrine Resistant Breast Cancer,"SPANHEIMER, PHILIP",UNIV OF NORTH CAROLINA CHAPEL HILL,NC,203026,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10867375,2024,NIGMS,5SC3GM142001-04,,Formulation of a targeted nanoparticle system for the treatment of chemoresistant breast cancer,"KUNDU, ANUP",XAVIER UNIVERSITY OF LOUISIANA,LA,112500,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10868188,2024,NCI,2R01CA237263-07,,DNA replication stress in cancer,"VINDIGNI, ALESSANDRO",WASHINGTON UNIVERSITY,MO,435544,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10868446,2024,NCI,5F31CA278419-02,,The TGF-Beta/MUC4 Signaling Axis in Circulating Tumor Cells of Metastatic Breast Cancer,"FREE, SAVANNAH",UNIVERSITY OF CALIFORNIA AT DAVIS,CA,41568,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10868534,2024,NCI,5R01CA267978-03,,"3H-pyrazolo[4,3-f]quinoline-containing compounds as selective and tunable protein kinase inhibitors","SINTIM, HERMAN",PURDUE UNIVERSITY,IN,434910,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10868553,2024,NCI,5R01CA282648-02,,Quantitative assessment of angiogenesis using ultrasound multiple scattering,"MULLER, MARIE",NORTH CAROLINA STATE UNIVERSITY RALEIGH,NC,570192,Everything_else,"Clinical, behavioral, or other research",,Mechanistic_and_Genetic,Moved from Everything_else (matched: angiogenesis),,,
Breast Cancer,10868728,2024,NCI,5R01CA231014-06,,"Translational Neuroscience Approaches to Cancer-Related Cognitive Impairment: Measurement, Mechanisms, and Function","JANELSINS, MICHELLE",UNIVERSITY OF ROCHESTER,NY,489500,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10868763,2024,NCI,5R01CA179556-10,,Matrix density promotes pro-tumorigenic hormone actions in breast cancer,"SCHULER, LINDA",UNIVERSITY OF WISCONSIN-MADISON,WI,458881,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10868769,2024,NCI,5U01CA260352-04,,"Prediagnostic exposures, germline genetics, and triple negative breast cancer mutational and immune profiles","TAMIMI, RULLA",WEILL MEDICAL COLL OF CORNELL UNIV,NY,407658,Strictly_Environmental_or_Gene-Environment,Gene-environment interaction study,Other,Strictly_Environmental_or_Gene-Environment,,,,
Breast Cancer,10869149,2024,NCI,1R03CA290133-01,,"Assessing molecular predictors of triple negative breast cancer therapeutic response in Black, White, and Hispanic patients in a community healthcare system","MENGHI, FRANCESCA",JACKSON LABORATORY,ME,86020,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10869161,2024,NCI,1R03CA289559-01,,Linking lifestyles with tumor immune profiles to identify strategies for improving breast cancer outcomes,"CANNIOTO, RIKKI",ROSWELL PARK CANCER INSTITUTE CORP,NY,86750,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10869249,2024,NCI,1R21CA290430-01,,"Stress, inflammation, and health-related quality of life of long-term breast cancer survivors","JOHN, ESTHER",STANFORD UNIVERSITY,CA,396543,Everything_else,Clinical/implementation/behavioral focus,,Everything_else,,,,
Breast Cancer,10869332,2024,NIMHD,1R21MD019400-01,,Mitochondrial DNA in extracellular vesicles for early detection and recurrence prediction in triple negative breast cancer racial disparity,"DASGUPTA, SANTANU",UNIVERSITY OF SOUTH ALABAMA,AL,231000,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10869470,2024,NCI,1R03CA289562-01,,Role of JMJD4 in Breast Cancer,"JANKNECHT, RALF",UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR,OK,72500,Mechanistic_Pathogenesis,Reclassified - Studies molecular function/role,,Mechanistic_and_Genetic,,,,
Breast Cancer,10869530,2024,NICHD,1R01HD114871-01,,Infertility and Long-Term Health Outcomes Among Hispanic Women with Mexican Heritage,"FARLAND, LESLIE",UNIVERSITY OF ARIZONA,AZ,340789,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10869530,2024,OD,1R01HD114871-01,,Infertility and Long-Term Health Outcomes Among Hispanic Women with Mexican Heritage,"FARLAND, LESLIE",UNIVERSITY OF ARIZONA,AZ,150000,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10869708,2024,NCI,1U01CA289564-01,,Promotion of metastasis by apoptotic cells,"OBERST, ANDREW",UNIVERSITY OF WASHINGTON,WA,721836,Mechanistic_Pathogenesis,Reclassified - Studies metastasis mechanism,,Mechanistic_and_Genetic,,,,
Breast Cancer,10869923,2024,NCI,5F31CA281331-02,,Intratumor heterogeneity in BRCA1-mutated breast cancer metastasis,"LEV, TATYANA",UNIVERSITY OF CALIFORNIA-IRVINE,CA,43661,Mechanistic_Pathogenesis,Reclassified - Studies metastasis mechanism,,Mechanistic_and_Genetic,,,,
Breast Cancer,10870007,2024,NCI,5R01CA272866-02,,LncRNA EPIC1 induces immunotherapy resistance by activating EZH2 in breast cancer,"YANG, DA",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,365009,Mechanistic_Pathogenesis,Reclassified - Studies resistance mechanism,,Mechanistic_and_Genetic,,,,
Breast Cancer,10870169,2024,NCI,5R37CA256810-04,,Dynamic prediction incorporating time-varying covariates for the onset of breast cancer,"JIANG, SHU",WASHINGTON UNIVERSITY,MO,342677,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10870174,2024,NCI,5R01CA138804-15,,Role of PALB2 in the DNA Damage Response and Cancer Suppression,"XIA, BING",RUTGERS BIOMEDICAL AND HEALTH SCIENCES,NJ,370173,Mechanistic_Pathogenesis,Reclassified - Studies molecular function/role,,Mechanistic_and_Genetic,,,,
Breast Cancer,10870179,2024,NCI,5R21CA277436-02,,GPR160 antibody development for cancer treatment,"SALVEMINI, DANIELA",SAINT LOUIS UNIVERSITY,MO,168212,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10870408,2024,NCI,1R03CA289646-01,,Targeting Oxidized PTP1B for Anticancer Drug Discovery,"CARROLL, KATE",UNIVERSITY OF FLORIDA,FL,37297,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10871695,2024,NIMHD,5U54MD015959-03,9408,Integrating Low-Cost Paper-Based Devices and Personalized Immunotherapeutics to Treat Triple Negative Breast Cancer,"MCNAUGHTON, BRIAN",DELAWARE STATE UNIVERSITY,DE,338078,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10871695,2024,OD,5U54MD015959-03,9408,Integrating Low-Cost Paper-Based Devices and Personalized Immunotherapeutics to Treat Triple Negative Breast Cancer,"MCNAUGHTON, BRIAN",DELAWARE STATE UNIVERSITY,DE,30909,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10871712,2024,NCI,5K08CA245192-05,,Investigating a hierarchical model for PI3K activation and inhibition in breast cancer by double PIK3CA mutations in cis,"VASAN, NEIL",COLUMBIA UNIVERSITY HEALTH SCIENCES,NY,196603,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10871814,2024,NHLBI,5R01HL073394-20,,Mechanisms of progression of vascular malformation to lymphangiosarcoma,"GUAN, JUN-LIN",UNIVERSITY OF CINCINNATI,OH,478232,Mechanistic_Pathogenesis,Reclassified - Studies angiogenesis/vasculature,,Mechanistic_and_Genetic,,,,
Breast Cancer,10871850,2024,NCI,5R01CA241125-05,,Insights from Asian Populations into Disparities in Breast Cancer Prognosis and Outcomes,"GOMEZ, SCARLETT","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,989275,Everything_else,Clinical/implementation/behavioral focus,,Everything_else,,,,
Breast Cancer,10871894,2024,NCI,5R01CA244326-05,,Long-Term Adverse Outcomes Among Rural Cancer Survivors in a Population-Based Cohort,"CAMP, NICOLA",UNIVERSITY OF UTAH,UT,418355,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10872132,2024,NCI,5R01CA255480-04,,Acceptance and Commitment Therapy for Fear of Recurrence in Breast Cancer Survivors,"JOHNS, SHELLEY",INDIANA UNIVERSITY INDIANAPOLIS,IN,617829,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10872161,2024,NCI,5R01CA247281-05,,Tumor Immune Contexture and Breast Cancer Disparities: A Multi-Disciplinary Study in Women of African and European Ancestry,"AMBROSONE, CHRISTINE",ROSWELL PARK CANCER INSTITUTE CORP,NY,1124755,Everything_else,Clinical/implementation/behavioral focus,,Everything_else,,,,
Breast Cancer,10872211,2024,NCI,5R01CA245311-05,,Proteoglycan regulation of tumor angiogenesis and endothelial cell autophagy,"IOZZO, RENATO",THOMAS JEFFERSON UNIVERSITY,PA,366308,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10872213,2024,NCI,5R01CA267815-03,,Novel immune suppressive activities of Fas/CD95 in triple negative breast cancer,"PETER, MARCUS",NORTHWESTERN UNIVERSITY AT CHICAGO,IL,455145,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10872259,2024,NCI,5R37CA234002-05,,Targeting 6-Phosphofructo-2-Kinase to increase efficacy of CDK4/6 Inhibitors,"IMBERT-FERNANDEZ, YOANNIS",UNIVERSITY OF LOUISVILLE,KY,339008,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10872504,2024,NCI,1R03CA289842-01,,Structure of the BRCA1-PALB2-BRCA2 complex,"EVANS, JAMES",BATTELLE PACIFIC NORTHWEST LABORATORIES,WA,99459,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10872527,2024,NCI,1R03CA283228-01A1,,Using Qualitative Methods to Capture Experiences of Breast Cancer Patients and Characterize Knowledge Types and Levels: The First Step in Informing Patient Knowledge Sharing,"PAPAUTSKY, ELIZABETH",UNIVERSITY OF ILLINOIS AT CHICAGO,IL,79950,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10872709,2024,NCI,1R03CA289857-01,,The role of UbcH7 in male breast cancer,"KUROKAWA, MANABU",KENT STATE UNIVERSITY,OH,84433,Mechanistic_Pathogenesis,Reclassified - Studies molecular function/role,,Mechanistic_and_Genetic,,,,
Breast Cancer,10872786,2024,NCI,1R03CA280404-01A1,,Investigating lipid phenotype as a metabolic adaptation to microenvironmental stress,"PILLAI, SMITHA",H. LEE MOFFITT CANCER CTR & RES INST,FL,84250,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10872857,2024,NCI,1R03CA289863-01,,Targeting BRCA1/2-deficient cancers with folate and vitamin C,"BLENIS, JOHN",WEILL MEDICAL COLL OF CORNELL UNIV,NY,84750,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10873125,2024,NCI,5R01CA251589-05,,Body composition and breast cancer survival: immune and metabolic biomarkers in breast tumors,"FELICIANO, ELIZABETH",KAISER FOUNDATION RESEARCH INSTITUTE,CA,100924,Mechanistic_Pathogenesis,Reclassified - Studies cancer metabolism,,Mechanistic_and_Genetic,,,,
Breast Cancer,10873532,2024,NCI,1R34CA289918-01,,Adaptation and Preliminary Evaluation of Energize-MBC: Cognitive Behavioral Therapy for Fatigue among Women with Metastatic Breast Cancer,"JIM, HEATHER",H. LEE MOFFITT CANCER CTR & RES INST,FL,319163,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10873685,2024,NCI,5R01CA270441-02,,"Using a SMART design to evaluate remotely delivered, culturally tailored weight loss interventions among Latina breast cancer survivors","GREENLEE, HEATHER",FRED HUTCHINSON CANCER CENTER,WA,696497,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10873727,2024,NCI,5R01CA242917-05,,Identifying a New Biological Target for Breast Cancer Therapy That Contributes to Disparities for African-American Women,"LIU, RUNHUA",UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,322710,Mechanistic_Pathogenesis,Reclassified - Novel therapeutic development,,Mechanistic_and_Genetic,,,,
Breast Cancer,10873780,2024,NCI,5F31CA275397-03,,Investigating the role of CRAT as a driver of triple negative breast cancer chemoresistance,"PENDLETON, KATHERINE",BAYLOR COLLEGE OF MEDICINE,TX,48974,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10873802,2024,NCI,5R01CA265933-03,,Loss of NF1 drives hormone dependent mammary carcinogenesis in a rat model with intact immune system,"WALLIS-SCHULTZ, DEEANN",UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,519825,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10873813,2024,NCI,5R01CA277738-02,,A dyadic exercise approach to prevent declines in physical and mental health in couples during radiation treatment for cancer: a hybrid type I efficacy-implementation trial,"WINTERS-STONE, KERRI",OREGON HEALTH & SCIENCE UNIVERSITY,OR,525495,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10874264,2024,NCI,1R21CA274085-01A1,,Impact of tamoxifen treatment on neutrophils in breast cancer patients,"SHARMA, JYOTIKA",UNIVERSITY OF TX MD ANDERSON CAN CTR,TX,191704,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10874413,2024,NCI,5R01CA279560-02,,Tissue-Engineered Models of Lymphatic Drainage in Breast Cancer,"LEE, ESAK",CORNELL UNIVERSITY,NY,375744,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10874416,2024,NIGMS,5F31GM146427-02,,Function of GATA3-PARP1 complex in breast cancer during GATA3-mediated cellular reprogramming,"COOPER-ROBINSON, MIKHALA",UNIVERSITY OF NORTH DAKOTA,ND,48974,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10874490,2024,NIMHD,5R01MD017748-02,,Diversity in the Cancer Care Workforce,"GROSS, CARY",YALE UNIVERSITY,CT,690483,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10874554,2024,NCI,5R01CA276513-02,,"Personalized, antigen-directed immunotherapy delivered to lymph nodes","SEVICK-MURACA, EVA",UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,TX,548896,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10874568,2024,NCI,5R01CA268341-03,,MRI Radiomic Signatures of DCIS to Optimize Treatment,"RAHBAR, HABIBOLLAH",UNIVERSITY OF WASHINGTON,WA,544651,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10874630,2024,NCI,5R01CA246688-05,,Long noncoding RNA regulations in breast cancer among African-American women,"GONG, ZHIHONG",ROSWELL PARK CANCER INSTITUTE CORP,NY,363637,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10874659,2024,NIGMS,5R01GM143583-03,,Function and Mechanism of the Hippo-PI5P4K Axis for Growth Control,"EMERLING, BROOKE",SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,CA,555975,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10874707,2024,NCI,5R01CA244825-05,,Elucidating novel functions of cGAS in breast cancer,"LIU, PENGDA",UNIV OF NORTH CAROLINA CHAPEL HILL,NC,337922,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10874715,2024,NCI,5R37CA269499-03,,Immunometabolic pathways enabled by PARP inhibition in breast cancer,"GUERRIERO, JENNIFER",BRIGHAM AND WOMEN'S HOSPITAL,MA,445716,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10874790,2024,NIBIB,5R21EB034465-02,,Designing a targeted 'super adjuvant' nanoparticle platform for vaccination,"ATUKORALE, PRABHANI",UNIVERSITY OF MASSACHUSETTS AMHERST,MA,198981,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10874920,2024,NIBIB,2R15EB028535-03,,A Single-Sided Magnetic Particle Imaging Scanner for In Vivo Breast Cancer Imaging,"TONYUSHKIN, ALEXEY",OAKLAND UNIVERSITY,MI,461895,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10875268,2024,NCI,5R01CA245143-05,,Lifestyle associated reactive metabolites and their negative impact on breast cancer risk,"FINDLAY, VICTORIA",VIRGINIA COMMONWEALTH UNIVERSITY,VA,374770,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10875289,2024,NCI,5R01CA261691-04,,anti-miR-10b Nanodrug for Treatment of Breast Cancer Metastasis: Study in Companion Animals,"MOORE, ANNA",MICHIGAN STATE UNIVERSITY,MI,539809,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10875290,2024,NCI,5R37CA246699-05,,A PLATFORM TECHNOLOGY TO GENETICALLY REPROGRAM CANCER CELLS FOR ENHANCED IMMUNOTHERAPY,"TZENG, STEPHANY",JOHNS HOPKINS UNIVERSITY,MD,355850,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10875294,2024,NCI,5R01CA258299-04,,Hexokinase 2 and cancer therapy,"HAY, NISSIM",UNIVERSITY OF ILLINOIS AT CHICAGO,IL,545313,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10875297,2024,NCI,5R01CA264047-03,,Leveraging social connection by including informal caregivers in an internet video conference-based compassion meditation intervention to reduce psychological distress in breast cancer survivors,"PACE, THADDEUS",UNIVERSITY OF ARIZONA,AZ,334469,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10875378,2024,NCI,5R01CA239120-06,,HSET as a racial disparity biomarker for TNBC patients,"ANEJA, RITU",UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,499238,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10875408,2024,NCI,5U01CA152637-14,,Fred Hutchinson Breast Cancer Clinical Validation Center,"LI, CHRISTOPHER",FRED HUTCHINSON CANCER CENTER,WA,1047995,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10875477,2024,NCI,5R01CA192064-11,,Profiling chemical tumor microenvironment: Application for diagnostics & therapy,"KHRAMTSOV, VALERY",WEST VIRGINIA UNIVERSITY,WV,327013,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10875613,2024,NCI,5R35CA263813-03,,Stalled replication fork repair in cancer predisposition and cancertherapy,"SCULLY, RALPH",BETH ISRAEL DEACONESS MEDICAL CENTER,MA,985529,Mechanistic_Pathogenesis,"Studies gene function/mechanism, not just genetic risk",,Mechanistic_and_Genetic,,,,
Breast Cancer,10875636,2024,NCI,5R01CA287422-02,,SCH: Quantifying and mitigating demographic biases of machine learning in real world radiology,"SULAM, JEREMIAS",JOHNS HOPKINS UNIVERSITY,MD,132680,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10875636,2024,OD,5R01CA287422-02,,SCH: Quantifying and mitigating demographic biases of machine learning in real world radiology,"SULAM, JEREMIAS",JOHNS HOPKINS UNIVERSITY,MD,150000,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10875653,2024,NIGMS,5R16GM147662-03,,Irreversible Estrogen Receptor Inhibitors,"PAYTON-STEWART, FLORASTINA",XAVIER UNIVERSITY OF LOUISIANA,LA,187500,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10876286,2024,NCI,5P30CA093373-22,5692,Population Sciences and Health Disparities Program,"MIGLIORETTI, DIANA",UNIVERSITY OF CALIFORNIA AT DAVIS,CA,106035,Everything_else,Clinical/implementation/behavioral focus,,Everything_else,,,,
