Category,Appl_id,FY,Funding_IC,Project_Number,Sub_Project,Project_Title,PI_Name,Org_Name,State_Country,Amount,Tag,Reason,Environmental_Subgroup,Combined_Tag,Fix_Applied,UserFix_Applied,Clinical_Subcategory,Mechanistic_Subcategory
Breast Cancer,10876405,2024,OD,5K01OD033676-03,,Fibrotic extracellular matrix: uncovering its role in breast cancer genome stability and metabolic plasticity,"MOORE, ELIZABETH",CORNELL UNIVERSITY,NY,110156,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10876932,2024,NCI,5R37CA263936-04,,Improving cancer health equity by targeting physician networks,"MOEN, ERIKA",DARTMOUTH COLLEGE,NH,354042,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10876967,2024,NCI,5P01CA250959-05,5696,Epigenetic mechanisms of therapeutic resistance,"POLYAK, KORNELIA",DANA-FARBER CANCER INST,MA,358746,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10876969,2024,NCI,5P01CA250959-05,5697,Targeting Mechanisms of Endocrine Resistance in Breast Cancer,"BROWN, MYLES",DANA-FARBER CANCER INST,MA,283987,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10876971,2024,NCI,5P01CA250959-05,5698,Targeting CDK4 and CDK6 kinases in breast cancer development,"SICINSKI, PETER",DANA-FARBER CANCER INST,MA,345237,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10876973,2024,NCI,5P01CA250959-05,5699,Administrative Core - New therapeutic vulnerabilities in breast cancer,"POLYAK, KORNELIA",DANA-FARBER CANCER INST,MA,113686,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10876974,2024,NCI,5P01CA250959-05,5700,Tissue and Pathology Core,"DILLON, DEBORAH",BRIGHAM AND WOMEN'S HOSPITAL,MA,204515,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10876977,2024,NCI,5P01CA250959-05,5701,Epigenomics Core,"LONG, HENRY",DANA-FARBER CANCER INST,MA,359861,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10876989,2024,NCI,5R01CA277946-02,,Roles of mRNA Transfer in Cancer Cell-Platelet Communication,"XU, REN",UNIVERSITY OF KENTUCKY,KY,378223,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10877024,2024,NCI,5R01CA243383-05,,N-cadherin in Extraskeletal Osteolineage Cells Modulates Tumor Growth,"CIVITELLI, ROBERTO",WASHINGTON UNIVERSITY,MO,352389,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10877066,2024,NCI,5R01CA237369-05,,Improving Delivery of Genetic Services to High Risk Childhood Cancer Survivors: A Randomized Study of Remote Genetic Services Versus Usual Care,"HENDERSON, TARA",UNIVERSITY OF CHICAGO,IL,579447,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10877092,2024,NCI,5R01CA246592-05,,Metabolite Profiles and Mammographic Density in Premenopausal Women,"TORIOLA, ADETUNJI",WASHINGTON UNIVERSITY,MO,342268,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10877120,2024,NCI,5R01CA283876-02,,Antibody-dual drug conjugates for eradicating triple-negative breast cancer with heterogeneity,"TSUCHIKAMA, KYOJI",UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,TX,397082,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10877137,2024,NCI,5P30CA125123-18,8887,"Nuclear Receptor, Transcription and Chromatin Biology Program","FUQUA, SUZANNE",BAYLOR COLLEGE OF MEDICINE,TX,32567,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10877140,2024,NCI,5P30CA125123-18,8889,Breast Cancer Program,"ROSEN, JEFFREY",BAYLOR COLLEGE OF MEDICINE,TX,32567,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10877310,2024,NCI,1UG3CA290300-01,,Immunosurveillance of breast glands with oncogenic germline mutations,"DEMEHRI, SHADMEHR",MASSACHUSETTS GENERAL HOSPITAL,MA,797986,Strictly_Genetic,Genetic risk/hereditary focus,,Mechanistic_and_Genetic,,,,
Breast Cancer,10877803,2024,NIGMS,5R35GM144127-03,,Expanding Mechanistic Insights into Protein Ubiquitylation,"KLEVIT, RACHEL",UNIVERSITY OF WASHINGTON,WA,612984,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10877835,2024,NIA,5R01AG084156-02,,The regulation of cancer and aging by methionine,"LAMMING, DUDLEY",UNIVERSITY OF WISCONSIN-MADISON,WI,625589,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10877852,2024,NCI,5R44CA281615-02,,"An Open-Labeled, Single Arm Phase 2 Efficacy and Safety Study of REM-001 Photodynamic Therapy (PDT) for Treatment of Cutaneous Metastatic Breast Cancer (CMBC)","BROWN, DENNIS","KINTARA THERAPEUTICS, INC.",CA,745259,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Everything_else,,,,
Breast Cancer,10877893,2024,NCI,5R03CA269552-02,,Targeting the HMGB1-TLR5 pathway to prevent senescence-induced metastasis in breast cancer.,"DAVID, GREGORY",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,84750,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10878244,2024,NCI,1R01CA283207-01A1,,Personalizing genetic test results management and outcomes after diagnosis of cancer: the Georgia-California SEER Genelink Study,"KURIAN, ALLISON",STANFORD UNIVERSITY,CA,708444,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10878324,2024,NCI,1R01CA282810-01A1,,Leveraging the metastatic tumor stroma to limit breast cancer progression,"STEWART, SHEILA",WASHINGTON UNIVERSITY,MO,458795,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10878965,2024,NCI,5R01CA246182-05,,Circumventing acquired carboplatin resistance in triple-negative breast cancers,"HARRELL, JOSHUA (CHUCK)",VIRGINIA COMMONWEALTH UNIVERSITY,VA,330123,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10879022,2024,NICHD,5R01HD076248-10,,PMCA2 regulates mammary gland involution and breast cancer,"WYSOLMERSKI, JOHN",YALE UNIVERSITY,CT,539285,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10879549,2024,NCI,1P20CA290450-01,9513,Project 1,"GIBSON, HEATHER",WAYNE STATE UNIVERSITY,MI,244657,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10879652,2024,NCI,1P20CA290458-01,9516,The role of immunosuppression in the tumor microenvironment in Hispanic/Latino patients with breast cancer,"ROUSSOS TORRES, EVANTHIA",UNIVERSITY OF SOUTHERN CALIFORNIA,CA,90030,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10879653,2024,NCI,1P20CA290458-01,9517,The role of immunosuppression in the tumor microenvironment in Hispanic/Latino patients with breast cancer,"ROUSSOS TORRES, EVANTHIA",UNIVERSITY OF SOUTHERN CALIFORNIA,CA,285605,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10879905,2024,NCI,1R01CA278995-01A1,,A New Paradigm to Prevent and Treat Micrometastases,"CRIPE, TIMOTHY",RESEARCH INST NATIONWIDE CHILDREN'S HOSP,OH,504838,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10880067,2024,NCI,1R01CA282699-01A1,,Role of the CTLH E3 ubiquitin ligase in breast cancer progression,"CHEN, SONGHAI",UNIVERSITY OF IOWA,IA,497084,Mechanistic_Pathogenesis,Reclassified - Studies molecular function/role,,Mechanistic_and_Genetic,,,,
Breast Cancer,10880148,2024,NCI,1P20CA290477-01,9536,Admin Core,"ZIV, ELAD","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,56315,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10880149,2024,NCI,1P20CA290477-01,9537,Project-Race and ancestry as predictors of the tumor immune microenvironment and response to immunotherapy,"ZIV, ELAD","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,313039,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10880262,2024,NCI,5R01CA258040-04,,OPTIMISE: A Shared Care Approach for Improving Comprehensive Care of Cancer Patients with Comorbidities in A Safety-Net System,"BADR, HODA",BAYLOR COLLEGE OF MEDICINE,TX,752535,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10880280,2024,NCI,5R01CA240646-05,,"TMEM, MENAcalc, and MENAINV as Prognostic and Predictive Markers for Breast Cancer Metastasis","ROHAN, THOMAS",ALBERT EINSTEIN COLLEGE OF MEDICINE,NY,635845,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10880285,2024,NCI,5R01CA249799-05,,Cancer patient on a chip,"VUNJAK-NOVAKOVIC, GORDANA",COLUMBIA UNIVERSITY HEALTH SCIENCES,NY,495953,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10880358,2024,NCI,5F31CA271803-03,,Focused ultrasound control of intratumoral NKG2DL BTE production by CART cells to potentiate epitope spread,"ZAMAT, ALI",GEORGIA INSTITUTE OF TECHNOLOGY,GA,48974,Mechanistic_Pathogenesis,Reclassified - Studies tumor immunology,,Mechanistic_and_Genetic,,,,
Breast Cancer,10880383,2024,NCI,5R01CA248213-04,,Writing to Heal: A Culturally Based Brief Expressive Writing Intervention for Chinese Immigrant Breast Cancer Survivors,"LU, QIAN",UNIVERSITY OF TX MD ANDERSON CAN CTR,TX,557610,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10880409,2024,NHLBI,5R01HL151665-03,,Primary Prevention to Reduce Cardiovascular Morbidity and Optimize Cancer Outcomes,"KAWATKAR, ANIKET",KAISER FOUNDATION RESEARCH INSTITUTE,CA,674452,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10880410,2024,NCI,5P30CA013696-49,5614,Community Outreach and Engagement,"TERRY, MARY BETH",COLUMBIA UNIVERSITY HEALTH SCIENCES,NY,387957,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10880414,2024,NCI,5R01CA235096-05,,Role of Bone in Primary and Metastatic Cancer,"FACCIO, ROBERTA",WASHINGTON UNIVERSITY,MO,342268,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10880443,2024,NCI,5R01CA249223-04,,Pentraxin-3 in the Pathogenesis and Management of Triple-Negative Breast Cancer,"KARNOUB, ANTOINE",BETH ISRAEL DEACONESS MEDICAL CENTER,MA,434033,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10880531,2024,NCI,5P01CA210961-07,5523,"Project 1: Imaging, pathology, and molecular biomarkers to Optimize Treatment Switching within a SMART adaptive Framework","DEMICHELE, ANGELA",UNIVERSITY OF PENNSYLVANIA,PA,298095,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10880536,2024,NCI,5P01CA210961-07,5524,Project 2: Non-invasive imaging metrics to optimize early treatment switching decisions and prognostic modeling of long-term outcomes,"HYLTON-WATSON, NOLA","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,335380,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10880539,2024,NCI,5P01CA210961-07,5525,Project 3: Characterization of the biology of non-responders using Imaging and molecular analysis to inform treatment,"VAN'T VEER, LAURA","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,1084062,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10880545,2024,NCI,5P01CA210961-07,5527,"Core 3: Communications, Administrations, Advocacy, and Project Management","ESSERMAN, LAURA","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,229488,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10880547,2024,NCI,5P01CA210961-07,5528,Core 1: Information Technology and Systems Integration,"ASARE, ADAM","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,454978,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10880549,2024,NCI,5P01CA210961-07,5529,Core 2: Bioinformatics and Biostatistics,"YAU, CHRISTINA","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,239846,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10880590,2024,NCI,5R01CA282303-02,,T Cell-Specific BRCA1 Function in Antitumor Immunity and Immunotherapy,"LI, RONG",GEORGE WASHINGTON UNIVERSITY,DC,583876,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10880591,2024,NCI,5R01CA277838-02,,Modulation of Epigenetic Target in the Bone to Treat Breast Cancer Metastasis,"XIAO, HAN",RICE UNIVERSITY,TX,619441,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10880612,2024,NCI,5R01CA277817-02,,Stromal contributions to breast carcinogenesis,"YAGHJYAN, LUSINE",UNIVERSITY OF FLORIDA,FL,657613,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10880679,2024,NCI,5F32CA275298-03,,Enhanced antigen-lymphocyte interactions to improve immune checkpoint blockade in breast cancer,"O'MELIA, MEGHAN",MASSACHUSETTS GENERAL HOSPITAL,MA,76756,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10880685,2024,NCI,5R01CA282505-02,,Advancing Photoacoustic Tomography in breast imaging to predict response in breast cancers treated with neoadjuvant therapy,"LAI, LILY",BECKMAN RESEARCH INSTITUTE/CITY OF HOPE,CA,626022,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10881236,2024,NCI,1R01CA283313-01A1,,Mechanistic studies of hirsutinolides and azetidine-based small molecule inhibitors of STAT3,"TURKSON, JAMES",CEDARS-SINAI MEDICAL CENTER,CA,703595,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10881299,2024,NCI,1R01CA284102-01A1,,Deciphering the Mechanism of Lymphovascular Space Invasion Using a Lymphovascularized Bioengineering Breast Stromal Platform,"RYLANDER, MARISSA",UNIVERSITY OF TEXAS AT AUSTIN,TX,669122,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10881467,2024,NCI,1R01CA283332-01A1,,Randomized Trial to Improve Care of Patients with Hereditary Cancer Syndromes,"O'CONNOR, PATRICK",HEALTHPARTNERS INSTITUTE,MN,657621,Everything_else,Clinical/implementation/behavioral focus,,Everything_else,,,,
Breast Cancer,10881565,2024,NCI,1R37CA279722-01A1,,Investigating the role of metabolic rewiring in breast tumor innervation,"SONG, YOUNGHYE",UNIVERSITY OF ARKANSAS AT FAYETTEVILLE,AR,511284,Mechanistic_Pathogenesis,Reclassified - Studies molecular function/role,,Mechanistic_and_Genetic,,,,
Breast Cancer,10881750,2024,NCI,5R01CA253460-05,,Collagen Sequence Variants in Racial Disparities of Breast Cancer,"ANGEL, PEGGI",MEDICAL UNIVERSITY OF SOUTH CAROLINA,SC,478126,Everything_else,Clinical/implementation/behavioral focus,,Everything_else,,,,
Breast Cancer,10881788,2024,NCI,5U54CA224083-06,7741,Research Project 1,"MA, CYNTHIA",WASHINGTON UNIVERSITY,MO,199164,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10881871,2024,NCI,5U01CA269191-02,,Breast core-needle diagnostics in LMICs via millifluidics and direct-to-digital imaging: development and validation in Ghana,"LEVENSON, RICHARD",UNIVERSITY OF CALIFORNIA AT DAVIS,CA,571075,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10881949,2024,NCI,5K08CA283261-02,,"Integrating Clinical, Pathologic, and Immune Features to Predict Breast Cancer Recurrence and Chemotherapy Benefit","HOWARD, FREDERICK",UNIVERSITY OF CHICAGO,IL,201055,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10882100,2024,NCI,1R01CA279566-01A1,,Adipocyte PD-L1 in the Breast Tumor Microenvironment,"LI, RONG",GEORGE WASHINGTON UNIVERSITY,DC,675405,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10882120,2024,NCI,1R01CA282815-01A1,,Discovery of a stem cell driving breast cancer spine metastases,"GREENBLATT, MATTHEW",WEILL MEDICAL COLL OF CORNELL UNIV,NY,520601,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10882389,2024,NCI,1R01CA282416-01A1,,Mindfulness Meditation for Younger Breast Cancer Survivors:  Testing Digital Interventions in Clinical and Community Settings,"BOWER, JULIENNE",UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,515404,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10882392,2024,NCI,1R01CA283826-01A1,,Bioengineering adipocytes for cancer therapy,"AHITUV, NADAV","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,643221,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10882920,2024,NCI,2R01CA218668-06A1,,Computational and experimental methods for scalable identification of oncogenic non-coding regions,"KHURANA, EKTA",WEILL MEDICAL COLL OF CORNELL UNIV,NY,586639,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10882933,2024,NCI,1R37CA284134-01A1,,"Quantitative background parenchymal enhancement, measured on contrast-enhanced mammogram, as a novel marker of breast cancer risk","WATT, GORDON",SLOAN-KETTERING INST CAN RESEARCH,NY,362466,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10883160,2024,NCI,1R01CA279023-01A1,,Epigenetic and metabolic bottlenecks of tumorigenesis,"DA SILVA GOMES, ANA",H. LEE MOFFITT CANCER CTR & RES INST,FL,639790,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10883266,2024,NIAID,2R01AI130197-06A1,,The adaptor protein Crk in immune responses,"LIU, DONGFANG",RUTGERS BIOMEDICAL AND HEALTH SCIENCES,NJ,365605,Everything_else,"Clinical, behavioral, or other research",,Mechanistic_and_Genetic,Moved from Everything_else (matched: immune),,,
Breast Cancer,10883284,2024,NCI,1R01CA281932-01A1,,"Early prediction of lethal phenotypes in triple negative breast cancer using multiscale, multi-modality platforms","BADVE, SUNIL",EMORY UNIVERSITY,GA,614757,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10883365,2024,NCI,1R01CA283580-01A1,,Novel gene delivery to modulate the tumor microenvironment and antigen-specific antitumor immunity,"CHEN, SHU-HSIA",METHODIST HOSPITAL RESEARCH INSTITUTE,TX,610783,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
