Category,Appl_id,FY,Funding IC,Project Number,Sub Project #,Project Title,PI_Name,Org Name,State / Country,Amount,Tag,Reason,Environmental_Subgroup,Combined_Tag,Fix_Applied,UserFix_Applied,Clinical_Subcategory,Mechanistic_Subcategory
Lung Cancer,10909972,2024,NCI,5R01CA243914-06,,Testing Novel Pharmacogenetic and Adherence Optimization Treatments to Improve the Effectiveness of Smoking Cessation Treatments for Smokers with HIV,"SCHNOLL, ROBERT",UNIVERSITY OF PENNSYLVANIA,PA,215558,Strictly_Environmental_or_Gene-Environment,Contains environmental exposure and genetic terms (gene–environment interaction),Smoking,Everything_else,Moved from Environmental to Everything_else (intervention study),,,
Lung Cancer,10910028,2024,NCI,5P01CA272161-03,8669,Novel roles of STAT2 and IFN-I in tumorigenesis and responses to therapy,"STARK, GEORGE",CLEVELAND CLINIC LERNER COM-CWRU,OH,459381,Mechanistic_Pathogenesis,STAT2/IFN-I tumorigenesis mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10910034,2024,NCI,5P01CA272161-03,8673,Core B: Animal Model and Immunotyping Core,"HAMILTON, THOMAS",CLEVELAND CLINIC LERNER COM-CWRU,OH,372966,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10910151,2024,NIA,5R03AG082924-02,,Identifying older adults who benefit from lung cancer screening,"RUSTAGI, ALISON",NORTHERN CALIFORNIA INSTITUTE/RES/EDU,CA,153300,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10910665,2024,RMAP,1DP2CA301079-01,,"Towards a Comprehensive, Spatiotemporal Roadmap of Cancer Metastasis","YANG, DIAN",COLUMBIA UNIVERSITY HEALTH SCIENCES,NY,1480500,Mechanistic_Pathogenesis,Cancer metastasis mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10910885,2024,NCI,5K08CA263549-03,,Optimizing Supportive Care for Patients with Metastatic Lung Cancer in the Era of Precision Oncology,"PETRILLO, LAURA",MASSACHUSETTS GENERAL HOSPITAL,MA,271934,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10910902,2024,NCI,5UG1CA189954-11,,Columbus NCORP RFA-CA-18-016,"WILSON, WILLIAM",COLUMBUS COMMUNITY CLINICAL ONCOLOGY PRG,OH,1057540,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10911008,2024,OD,5R25CA244065-03,,Methods for Early Phase Translation of Basic Science into Behavioral Treatments to Improve Health,"NAAR, SYLVIE",FLORIDA STATE UNIVERSITY,FL,150971,Everything_else,Behavioral treatment translation methodology,,Everything_else,,,,
Lung Cancer,10911197,2024,NIA,5K76AG074923-04,,Resiliency among Older Adults Receiving Lung Cancer Treatment: A Supportive Care Intervention Study,"PRESLEY, CAROLYN",OHIO STATE UNIVERSITY,OH,240713,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10911201,2024,NCI,5P50CA070907-25,8303,Administrative Core A,"MINNA, JOHN",UT SOUTHWESTERN MEDICAL CENTER,TX,179698,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10911202,2024,NCI,5P50CA070907-25,5950,Molecular Pathology and Tissue Resource,"WISTUBA, IGNACIO",UT SOUTHWESTERN MEDICAL CENTER,TX,195457,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10911204,2024,NCI,5P50CA070907-25,8310,"Data Science Core (Data Analytics, Biostatistics and Database)","XIE, YANG",UT SOUTHWESTERN MEDICAL CENTER,TX,256858,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10911205,2024,NCI,5P50CA070907-25,5952,Project 1: Targeting Metabolic Vulnerabilities in Lung Cancer,"DEBERARDINIS, RALPH",UT SOUTHWESTERN MEDICAL CENTER,TX,350616,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10911206,2024,NCI,5P50CA070907-25,8314,Project 2: Targeting Immune Vulnerabilities in Lung Cancer,"HEYMACH, JOHN",UT SOUTHWESTERN MEDICAL CENTER,TX,309392,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10911207,2024,NCI,5P50CA070907-25,8316,Project 3: Targeting Vulnerabilities in the Fibrotic Extracellular Matrix (ECM) of Lung Cancers,"GIBBONS, DON",UT SOUTHWESTERN MEDICAL CENTER,TX,240614,Mechanistic_Pathogenesis,Fibrotic ECM/tumor microenvironment mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10911208,2024,NCI,5P50CA070907-25,8317,Project 4: Therapeutic Targeting of Replication Stress Vulnerabilities in Small Cell Lung Cancer,"BYERS, LAUREN",UT SOUTHWESTERN MEDICAL CENTER,TX,478337,Mechanistic_Pathogenesis,Replication stress vulnerability mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10911210,2024,NCI,5P50CA070907-25,8318,DRP Core: Developmental Research Program,"HEYMACH, JOHN",UT SOUTHWESTERN MEDICAL CENTER,TX,88767,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10911211,2024,NCI,5P50CA070907-25,8319,CEP Core: Career Enhancement Program,"HEYMACH, JOHN",UT SOUTHWESTERN MEDICAL CENTER,TX,88766,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10911215,2024,NCI,5R35CA231997-06,,Investigating molecular and cellular mechanisms of SCLC development to identify novel therapeutic strategies,"SAGE, JULIEN",STANFORD UNIVERSITY,CA,913132,Mechanistic_Pathogenesis,Molecular and cellular mechanism of SCLC,,Mechanistic_and_Genetic,,,,
Lung Cancer,10911262,2024,NCI,5R01CA262388-04,,Overcoming Hypoxic Resistance in Non-Small Cell Lung Cancer By Targeting Mitochondrial Metabolism,"DENKO, NICHOLAS",OHIO STATE UNIVERSITY,OH,608669,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10911263,2024,NCI,5U01CA261626-04,,"Evaluating smoking cessation interventions for PWH in South Africa: Efficacy, implementation, and cost-effectiveness.","GOLUB, JONATHAN",JOHNS HOPKINS UNIVERSITY,MD,465107,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Everything_else,Moved from Environmental to Everything_else (intervention study),,,
Lung Cancer,10911320,2024,NCI,5R01CA273723-02,,Elucidating the Consequences of Chromosome 3 Arm Aneuploidies in Squamous Cell Carcinoma,"TAYLOR, ALISON",COLUMBIA UNIVERSITY HEALTH SCIENCES,NY,379293,Mechanistic_Pathogenesis,Chromosomal/aneuploidy mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10911335,2024,NCI,5K08CA259342-02,,The role of IL6-induced LAG3 as a resistance mechanism to PD1 blockade in NSCLC patients,"SOMASUNDARAM, ASHWIN",UNIV OF NORTH CAROLINA CHAPEL HILL,NC,275561,Mechanistic_Pathogenesis,IL6-LAG3 immune signaling mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10911892,2024,NCI,5U54CA274492-03,9088,Project I: Systems analysis of tumor-stroma interactions in brain metastasis,"MASSAGUE, JOAN",SLOAN-KETTERING INST CAN RESEARCH,NY,482325,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10911939,2024,NCI,5U54CA274502-03,8769,Project 1: Systematic Physical and Spatial Mapping of Cancer Driver Networks,"LUNDBERG, EMMA","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,519167,Mechanistic_Pathogenesis,Cancer driver network mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10911942,2024,NCI,5U54CA274502-03,8773,Project 2: Functional Genetic Networks for Systems-Guided Precision Medicine,"FRALEY, STEPHANIE","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,485626,Mechanistic_Pathogenesis,Functional genetic network mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10911945,2024,NCI,5U54CA274502-03,8774,Project 3: From Networks and Structures to Hierarchical Whole­ Cell Models of Cancer,"IDEKER, TREY","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,472142,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10911948,2024,NCI,5U54CA274502-03,8776,Core 1: Functional Genomics and Proteomics,"KROGAN, NEVAN","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,252318,Strictly_Genetic,Contains genetic terms only (no mechanistic or exposure content),,Everything_else,,,,
Lung Cancer,10912030,2024,NIA,5R03AG082987-02,,Applying User-centered Design and Implementation Science to Enhance Prehabilitation for Frail Older Adults Undergoing Lung Cancer Surgery,"MADARIAGA, MARIA LUCIA",UNIVERSITY OF CHICAGO,IL,164000,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10912036,2024,NCI,5R01CA276352-02,,The Thromboxane-Prostanoid Receptor in Radiation-Induced Pulmonary Fibrosis,"WEST, JAMES",VANDERBILT UNIVERSITY MEDICAL CENTER,TN,689596,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10912448,2024,NCI,5R01CA272827-03,,Lung Cancer Early Detection and Immunotherapy Response Prediction and Monitoring with an Exo-PROS Liquid Biopsy Assay,"WU, YUN",STATE UNIVERSITY OF NEW YORK AT BUFFALO,NY,615852,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Mechanistic_and_Genetic,Moved from Everything_else (matched: immune),,,
Lung Cancer,10912473,2024,NCI,5U01CA261598-04,,Ending Tobacco Use through Interactive Tailored Messaging for Cambodian People Living with HIV/AIDS (EndIT),"VIDRINE, DAMON",H. LEE MOFFITT CANCER CTR & RES INST,FL,203060,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Strictly_Environmental_or_Gene-Environment,,,,
Lung Cancer,10912679,2024,NCI,5R01CA273010-03,,Novel metabolomic contrast probes for human lung cancer characterization,"FARRAR, CHRISTIAN",MASSACHUSETTS GENERAL HOSPITAL,MA,632094,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10912807,2024,NCI,5F31CA275295-03,,Investigating and targeting metabolic vulnerabilities of MYC-driven small cell lung cancer,"IRELAND, ABBIE",DUKE UNIVERSITY,NC,48974,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10912811,2024,NCI,5K00CA264409-04,,Optimizing adherence to lung cancer screening: Applying theory and implementation science to participant engagement,"HIRSCH, ERIN",HACKENSACK UNIVERSITY MEDICAL CENTER,NJ,103871,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10913464,2024,NCI,5K01CA262342-04,,Improving adherence to posttreatment follow-up care for rural lung cancer survivors through a community-clinical survivorship care team model,"LEWIS-THAMES, MARQUITA",NORTHWESTERN UNIVERSITY AT CHICAGO,IL,167616,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10913994,2024,NIEHS,5R01ES033220-04,,Biomarker phenotypes of air pollution and cancer risk in India,"STEPANOV, IRINA",UNIVERSITY OF MINNESOTA,MN,303224,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Chemicals,Strictly_Environmental_or_Gene-Environment,,,,
Lung Cancer,10914024,2024,NCI,5R21CA257942-03,,A Novel Fluorescence Imaging Platform to Predict Response to Combinatorial Tyrosine Kinase Inhibitors,"GIBBS, SUMMER",OREGON HEALTH & SCIENCE UNIVERSITY,OR,182803,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10914070,2024,NCI,5R01CA266078-03,,Histone fold Mutations in Cancer Pathogenesis,"LICHT, JONATHAN",UNIVERSITY OF FLORIDA,FL,335166,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10914072,2024,NCI,5F30CA265234-04,,Real-Time Bronchoscope Localization Using Machine Learning To Improve Lung Cancer Diagnosis,"FRIED, INBAR",UNIV OF NORTH CAROLINA CHAPEL HILL,NC,53788,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10914088,2024,NIDCR,5DP5OD031828-04,,Advancing CAR T cell therapy for solid tumors,"AHMED, JALAL",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NY,1,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10914088,2024,RMAP,5DP5OD031828-04,,Advancing CAR T cell therapy for solid tumors,"AHMED, JALAL",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NY,422499,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10914188,2024,NCI,5P01CA257907-03,9593,Project 3: Targeting KEAP1-Mediated Radioresistance in Lung Cancer,"DIEHN, MAXIMILIAN",STANFORD UNIVERSITY,CA,346954,Mechanistic_Pathogenesis,KEAP1 radioresistance mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10914189,2024,NCI,5P01CA257907-03,9595,Project 4: FTO Inhibition to Enhance the Therapeutic Index of Radiotherapy,"RANKIN, ERINN",STANFORD UNIVERSITY,CA,342972,Mechanistic_Pathogenesis,FTO epigenetic mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10914651,2024,NCI,5F32CA284615-02,,Dual targeting of cGAS-STING and splicing to prime lung cancer immunogenicity,"GEDEON, PATRICK",BRIGHAM AND WOMEN'S HOSPITAL,MA,83932,Mechanistic_Pathogenesis,cGAS-STING/splicing immunogenicity mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10914677,2024,NCI,5UG1CA242609-06,,iCAN-PREVENT: MD Anderson International Cancer Prevention Clinical Trial Consortium,"VILAR SANCHEZ, EDUARDO",UNIVERSITY OF TX MD ANDERSON CAN CTR,TX,1321621,Everything_else,Clinical trial consortium/infrastructure,,Everything_else,,,,
Lung Cancer,10914684,2024,NCI,5R01CA264864-03,,Detecting and locating cancer for patients with CT-detected lung nodules,"ZHOU, XIANGHONG",UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,618631,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10914768,2024,NCI,5U01CA176726-12,,Life Course Cancer Epidemiology Cohort in Women,"WILLETT, WALTER",HARVARD SCHOOL OF PUBLIC HEALTH,MA,2014300,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10915421,2024,NCI,5U01CA261624-04,,Quit4Life+: Adapting and Evaluating a Phone-Based Tobacco Use Cessation Program for People Living with HIV in Uganda and Zambia,"WIPFLI, HEATHER",UNIVERSITY OF SOUTHERN CALIFORNIA,CA,651101,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Everything_else,Moved from Environmental to Everything_else (intervention study),,,
Lung Cancer,10915470,2024,NCI,5R01CA258269-05,,Longitudinal mixed method investigation of social networks and affective states as determinants of smoking behavior among cancer patient,"POGHOSYAN, HERMINE",YALE UNIVERSITY,CT,750933,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Strictly_Environmental_or_Gene-Environment,,,,
Lung Cancer,10915472,2024,NCI,5U54CA156732-14,6587,Outreach Core,"RAMANADHAN, SHOBA",DANA-FARBER CANCER INST,MA,416787,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10915558,2024,NHLBI,5UH3HL151302-05,,Mi QUIT CARE (Mile Square QUIT Community-Access-Referral-Expansion),"CASKEY, RACHEL",UNIVERSITY OF ILLINOIS AT CHICAGO,IL,1122959,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10915590,2024,NIDCR,5U01DE033324-03,,Early detection and risk of head and neck cancer through immune based spatial omics,"PAI, SARA",YALE UNIVERSITY,CT,673156,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10915624,2024,NCI,5U01CA152662-13,,Clinical Utility of a Combined Biomarker Approach to Diagnose Lung Cancer,"GROGAN, ERIC",VANDERBILT UNIVERSITY MEDICAL CENTER,TN,774532,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10915688,2024,NIDCR,5R01DE032178-02,,Targeting the CD73-adenosinergic pathway in head and neck cancer,"CUI, YAN",AUGUSTA UNIVERSITY,GA,668298,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10916199,2024,NCI,5R01CA276265-02,,Cognitive aging in long-term breast cancer survivors,"ROOT, JAMES",SLOAN-KETTERING INST CAN RESEARCH,NY,696066,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10916261,2024,NCI,5P30CA134274-17,6577,Community Outreach and Engagement,"KNOTT, CHERYL",UNIVERSITY OF MARYLAND BALTIMORE,MD,82600,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10916386,2024,NCI,5U01CA271888-03,,Clinical Validation Center for Lung Cancer Early Detection,"HANASH, SAMIR",UNIVERSITY OF TX MD ANDERSON CAN CTR,TX,986935,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10916553,2024,NCI,5R01CA262425-04,,Radioimmunogenomic Habitat Phenotypes to Predict Efficacy of Neoadjuvant Immunotherapies in Non-Small Cell Lung Cancer,"WU, JIA",UNIVERSITY OF TX MD ANDERSON CAN CTR,TX,609048,Strictly_Genetic,Contains genetic terms only (no mechanistic or exposure content),,Mechanistic_and_Genetic,,,,
Lung Cancer,10916571,2024,NCI,5R37CA229861-04,,Cell-of-Origin Footprints of Passenger Mutations in Human Lung Cancer,"IMIELINSKI, MARCIN",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,484128,Mechanistic_Pathogenesis,Cell-of-origin tumor biology mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10917380,2024,NCI,5U54CA274220-03,9339,Ferroptosis resistance as a key driver in acquired radiation resistance,"GAN, BOYI",UNIVERSITY OF TX MD ANDERSON CAN CTR,TX,265598,Mechanistic_Pathogenesis,Ferroptosis cell death mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10917382,2024,NCI,5U54CA274220-03,9340,Tumor hypoxia promotes acquired resistance to radiation through ferroptosis inhibition,"KOONG, ALBERT",UNIVERSITY OF TX MD ANDERSON CAN CTR,TX,275188,Mechanistic_Pathogenesis,Ferroptosis/hypoxia mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10917443,2024,NCI,5P30CA060553-30,5374,Cancer Prevention (CP) Research Program,"KHAN, SEEMA",NORTHWESTERN UNIVERSITY AT CHICAGO,IL,52781,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10918073,2024,NCI,5R50CA265345-04,,Deconstructing cellular heterogeneity and subpopulation cooperation in non-small cell lung cancer metastasis,"MOUW, JANNA",EMORY UNIVERSITY,GA,143985,Mechanistic_Pathogenesis,Cellular heterogeneity/tumor biology mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10918078,2024,NCI,5R01CA247929-04,,Investigation of a mitochondria-associated metastasis regulatory mechanism,"MC NIVEN, MARK",MAYO CLINIC ROCHESTER,MN,345528,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
