Category,Appl_id,FY,Funding IC,Project Number,Sub Project #,Project Title,PI_Name,Org Name,State / Country,Amount,Tag,Reason,Environmental_Subgroup,Combined_Tag,Fix_Applied,UserFix_Applied,Clinical_Subcategory,Mechanistic_Subcategory
Lung Cancer,10897198,2024,NCI,5F31CA275328-03,,Investigating molecular regulators of a mixed-lineage state in lung adenocarcinoma,"FORT, GABRIELA",UNIVERSITY OF UTAH,UT,39086,Mechanistic_Pathogenesis,Molecular regulation mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10897339,2024,NCI,5R01CA262377-04,,Understanding the role and clinical potential of dominant immune suppressive myeloid-cell responses in human cancer,"SCHALPER, KURT",YALE UNIVERSITY,CT,363999,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10897719,2024,NCI,5R01CA251758-04,,Addressing racial disparities in lung cancer screening,"ALDRICH, MELINDA",VANDERBILT UNIVERSITY MEDICAL CENTER,TN,546688,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10898012,2024,NCI,5P01CA250984-04,9207,Project 1,"FLORES, ELSA",H. LEE MOFFITT CANCER CTR & RES INST,FL,225316,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10898015,2024,NCI,5P01CA250984-04,9208,Project 2,"DENICOLA, GINA",H. LEE MOFFITT CANCER CTR & RES INST,FL,323866,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10898017,2024,NCI,5P01CA250984-04,9209,Project 3,"CLEVELAND, JOHN",H. LEE MOFFITT CANCER CTR & RES INST,FL,327704,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10898020,2024,NCI,5P01CA250984-04,9210,Project 4,"RODRIGUEZ, PAULO",H. LEE MOFFITT CANCER CTR & RES INST,FL,314539,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10898024,2024,NCI,5P01CA250984-04,9211,Administrative Core,"FLORES, ELSA",H. LEE MOFFITT CANCER CTR & RES INST,FL,98533,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10898027,2024,NCI,5P01CA250984-04,9212,Pre-Clinical Core,"CRESS, WILLIAM",H. LEE MOFFITT CANCER CTR & RES INST,FL,325908,Mechanistic_Pathogenesis,Pre-clinical mechanistic research core,,Everything_else,Moved from Mechanistic to Everything_else (infrastructure/core),,,
Lung Cancer,10898029,2024,NCI,5P01CA250984-04,9213,Metabolomics Core,"KOOMEN, JOHN",H. LEE MOFFITT CANCER CTR & RES INST,FL,183240,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10898032,2024,NCI,5P01CA250984-04,9214,Data Science Core,"STEWART, PAUL",H. LEE MOFFITT CANCER CTR & RES INST,FL,152812,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10898084,2024,NIAMS,5K23AR079588-03,,Improving shared decision-making around the use of disease modifying anti-rheumatic drugs in patients with rheumatoid arthritis and cancer,"SINGH, NAMRATA",UNIVERSITY OF WASHINGTON,WA,164617,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10898685,2024,NCI,5U54CA156734-14,8822,Outreach Core,"DONALDSON, SHERRY",UNIVERSITY OF MASSACHUSETTS BOSTON,MA,189424,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10898700,2024,NCI,5P50CA271338-03,9081,Research and Methods Core,"RENDLE, KATHARINE",UNIVERSITY OF PENNSYLVANIA,PA,383130,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10898703,2024,NCI,5P50CA271338-03,9082,Pragmatic Trial,"RENDLE, KATHARINE",UNIVERSITY OF PENNSYLVANIA,PA,174952,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10898706,2024,NCI,5P50CA271338-03,9083,Clinical Practice Network,"VACHANI, ANIL",UNIVERSITY OF PENNSYLVANIA,PA,187647,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10898796,2024,NCI,5P30CA196521-10,8869,Community Outreach and Engagement,"BICKELL, NINA",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NY,119377,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10898815,2024,NCI,5R01CA255515-04,,Metformin for chemoprevention of lung cancer in obese subjects at high risk,"YENDAMURI, SAIKRISHNA",ROSWELL PARK CANCER INSTITUTE CORP,NY,628294,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10898832,2024,NCI,5U01CA268806-03,,Therapy with fecal microbiota transplantation and immune checkpoint blockade for solid tumors,"ZAROUR, HASSANE",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,438800,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Microbiome,Everything_else,,,,
Lung Cancer,10898897,2024,NCI,5R50CA251966-05,,Natural History of Lung Cancer Diagnosed Within and Across Diverse Health Systems Implementing Lung Cancer Screening,"CARROLL, NIKKI",KAISER FOUNDATION RESEARCH INSTITUTE,CA,150171,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10899401,2024,NCI,1R01CA290715-01,,Noninvasive imaging and blood biomarkers for personalized lung cancer immunotherapy,"LI, RUIJIANG",STANFORD UNIVERSITY,CA,627705,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10899479,2024,NCI,5U01CA267827-04,,Progenitor cell states contributing to aging and lung cancer,"HAIGIS, MARCIA",HARVARD MEDICAL SCHOOL,MA,376504,Mechanistic_Pathogenesis,Progenitor cell state mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10899609,2024,NCI,5R21CA283492-02,,Development of a clinically relevant mouse model of lung cancer cachexia to study pathoetiology and therapeutic strategies,"TOTH, MICHAEL",UNIVERSITY OF VERMONT & ST AGRIC COLLEGE,VT,173208,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10899761,2024,NCI,5R01CA262469-04,,Understanding and harnessing immune-modulatory effects of covalent KRASG12C inhibitors in KRASG12C-mutant non-small cell lung cancer,"SKOULIDIS, FERDINANDOS",UNIVERSITY OF TX MD ANDERSON CAN CTR,TX,352047,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10899827,2024,NCI,1F32CA290759-01,,Optimizing treatment decisions and quality-adjusted life years through improved lung cancer staging,"RUDASILL, SARAH",MASSACHUSETTS GENERAL HOSPITAL,MA,81256,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10900256,2024,NCI,1F31CA290937-01,,Mechanistic studies of the NRF2-Methylosome interaction in lung cancer.,"ESPINOSA DE LOS REYES, SANTIAGO",STATE UNIVERSITY NEW YORK STONY BROOK,NY,41340,Mechanistic_Pathogenesis,NRF2-Methylosome molecular mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10900296,2024,NCI,1F31CA290817-01,,ABL kinase inhibition sensitizes SCLC to dysregulation of metabolic pathways leading to cell death,"BARBIER, ROBERTO",DUKE UNIVERSITY,NC,41798,Mechanistic_Pathogenesis,ABL kinase/metabolic pathway mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10900452,2024,NCI,5UG1CA190000-11,,Stroger Hospital of Cook County (SHCC) MU-NCORP Renewal,"TAMKUS, DEIMANTE",HEKTOEN INSTITUTE FOR MEDICAL RESEARCH,IL,758182,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10900479,2024,NCI,5R01CA262530-04,,Developing CDK12 inhibitors to overcome therapy resistance in HER2+ and KRAS driven breast and lung cancers,"DUCKETT, DEREK",H. LEE MOFFITT CANCER CTR & RES INST,FL,649046,Mechanistic_Pathogenesis,CDK12 kinase resistance mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10900661,2024,NCI,5P30CA068485-29,9924,Host-Tumor Interactions Research Program,"RATHMELL, JEFFREY",VANDERBILT UNIVERSITY MEDICAL CENTER,TN,92230,Mechanistic_Pathogenesis,Host-tumor interaction mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10900664,2024,NCI,5K08CA237832-05,,Dissecting and overcoming cross-resistance to DNA damaging agents in SCLC,"DRAPKIN, BENJAMIN",UT SOUTHWESTERN MEDICAL CENTER,TX,246878,Mechanistic_Pathogenesis,DNA damage cross-resistance mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10900668,2024,NCI,5P30CA068485-29,9929,Cancer Health Outcomes and Control Research Program,"BAROCAS, DANIEL",VANDERBILT UNIVERSITY MEDICAL CENTER,TN,124453,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10900677,2024,NCI,5P30CA068485-29,9934,Community Outreach and Engagement,"WINKFIELD, KAREN",VANDERBILT UNIVERSITY MEDICAL CENTER,TN,255402,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10900791,2024,NCI,5P50CA196530-10,6564,Core A: Administrative Core,"HERBST, ROY",YALE UNIVERSITY,CT,167273,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10900793,2024,NCI,5P50CA196530-10,6567,Core B: Biostatistics and Bioinformatics Core,"MA, SHUANGGE",YALE UNIVERSITY,CT,232954,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10900795,2024,NCI,5P50CA196530-10,6571,"Core C: Biospecimen, Pathology, and Genomics Core","RIMM, DAVID",YALE UNIVERSITY,CT,388300,Strictly_Genetic,Contains genetic terms only (no mechanistic or exposure content),,Everything_else,Moved from Mechanistic to Everything_else (infrastructure/core),,,
Lung Cancer,10900796,2024,NCI,5P50CA196530-10,6574,Project 1: Siglec15 as a new target for lung cancer immunotherapy,"CHEN, LIEPING",YALE UNIVERSITY,CT,366569,Mechanistic_Pathogenesis,Siglec15 immune target mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10900799,2024,NCI,5P50CA196530-10,6579,Project 2: Mechanism-based approaches to counter TKI resistance in EGFR mutant lung cancer,"POLITI, KATERINA",YALE UNIVERSITY,CT,389528,Mechanistic_Pathogenesis,Mechanism-based TKI resistance approaches,,Mechanistic_and_Genetic,,,,
Lung Cancer,10900800,2024,NCI,5P50CA196530-10,6585,Project 3: Identifying and targeting mediators of CNS metastasis from lung cancer,"NGUYEN, DON",YALE UNIVERSITY,CT,393162,Mechanistic_Pathogenesis,CNS metastasis mediator mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10900802,2024,NCI,5P50CA196530-10,6590,Yale SPORE in Lung Cancer Developmental Research Program,"HERBST, ROY",YALE UNIVERSITY,CT,104726,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10900803,2024,NCI,5P50CA196530-10,6592,Yale SPORE in Lung Cancer Career Enhancement Program,"KLUGER, HARRIET",YALE UNIVERSITY,CT,95273,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10901898,2024,NIDA,5R01DA056445-02,,Non-Cigarette Tobacco Products as Harm Reduction Tools in Smokers Who Failed to Quit With Traditional Methods,"SMITH, TRACY",MEDICAL UNIVERSITY OF SOUTH CAROLINA,SC,698642,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Strictly_Environmental_or_Gene-Environment,,,,
Lung Cancer,10901929,2024,NCI,5R01CA262319-03,,Phone Enabled Implementation of Cessation Support (PHOENICS),"SALLOUM, RAMZI",UNIVERSITY OF FLORIDA,FL,659949,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10902049,2024,NCI,5U2CCA271885-03,9104,Administrative Core,"HERMAN, JAMES",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,326460,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10902049,2024,NIDCR,5U2CCA271885-03,9104,Administrative Core,"HERMAN, JAMES",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,20485,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10902050,2024,NCI,5U2CCA271885-03,5040,Core - Biomarker Development Laboratory (BDL),"HERMAN, JAMES",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,355455,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10902050,2024,NIDCR,5U2CCA271885-03,5040,Core - Biomarker Development Laboratory (BDL),"HERMAN, JAMES",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,22305,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10902051,2024,NCI,5U2CCA271885-03,9106,Core - Biomarker Reference Laboratory (BRL),"HERMAN, JAMES",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,114906,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10902051,2024,NIDCR,5U2CCA271885-03,9106,Core - Biomarker Reference Laboratory (BRL),"HERMAN, JAMES",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,7210,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10902077,2024,NCI,5R35CA274464-03,,Studying factors controlling cancer progression and immune recognition in mouse models,"JACKS, TYLER",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,MA,906300,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10902099,2024,NCI,5R35CA197573-10,,Leveraging the National Cancer Institute’s Cancer Center Cessation Initiative (C3I) Program to Evaluate and Transform Smoking Cessation Treatment in Cancer Care,"FIORE, MICHAEL",UNIVERSITY OF WISCONSIN-MADISON,WI,886349,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Everything_else,Moved from Environmental to Everything_else (intervention study),,,
Lung Cancer,10903345,2024,NCI,1F30CA284910-01A1,,Investigating cancer-associated cachexia in genetic subtypes of lung cancer,"CROSS, MICHAEL",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,48504,Mechanistic_Pathogenesis,Cancer cachexia mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10903871,2024,NCI,5P50CA271358-03,5345,Pragmatic Trial - Telehealth Research and Innovation for Veterans with Cancer (THRIVE).,"MAKAROV, DANIL",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,316684,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10903981,2024,NCI,5P50CA244690-05,6094,Research Program,"BUTTENHEIM, ALISON",UNIVERSITY OF PENNSYLVANIA,PA,571362,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10903982,2024,NCI,5R37CA277812-03,,SCH: Screening and confirmatory machine learning for explainable modeling of non-cancer deaths in cancer patients,"ZHANG, LANJING",RUTGERS BIOMEDICAL AND HEALTH SCIENCES,NJ,218483,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10903983,2024,NCI,5P50CA244690-05,5127,Implementation Laboratory,"SHULMAN, LAWRENCE",UNIVERSITY OF PENNSYLVANIA,PA,136778,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10903984,2024,NCI,5U01CA268066-03,,Translating Autoantibodies Into Chimeric Antigen Receptor-T cell Therapy for Small Cell Lung Cancer,"LASTWIKA, KRISTIN",FRED HUTCHINSON CANCER CENTER,WA,565815,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10904023,2024,NCI,5R01CA277739-03,,SCH: AI-DOCTOR COLLABORATIVE MEDICAL DIAGNOSIS,"NGUYEN, HIEN",UNIVERSITY OF HOUSTON,TX,70718,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10904023,2024,OD,5R01CA277739-03,,SCH: AI-DOCTOR COLLABORATIVE MEDICAL DIAGNOSIS,"NGUYEN, HIEN",UNIVERSITY OF HOUSTON,TX,150000,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10904317,2024,NCI,1R01CA262134-01A1,,NEUROD1 function in SCLC fate and plasticity,"OLIVER, TRUDY",DUKE UNIVERSITY,NC,550323,Mechanistic_Pathogenesis,NEUROD1 transcription factor mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10904804,2024,NCI,5R01CA266004-04,,Aberrant Glycogen in Lung Adenocarcinoma Tumorigenesis,"SUN, RAMON",UNIVERSITY OF FLORIDA,FL,504786,Mechanistic_Pathogenesis,Glycogen metabolic pathway mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10904974,2024,NCI,5U54CA254566-05,6868,Admin-Core,"GERSON, STANTON",CASE WESTERN RESERVE UNIVERSITY,OH,233240,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10904975,2024,NCI,5U54CA254566-05,6869,Developmental Core,"DOWLATI, AFSHIN",CASE WESTERN RESERVE UNIVERSITY,OH,102862,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10904976,2024,NCI,5U54CA254566-05,6870,Pathology Core,"WILLIS, JOSEPH",CASE WESTERN RESERVE UNIVERSITY,OH,64649,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10904978,2024,NCI,5U54CA254566-05,6871,Characterization of the clinical epidemiology of lung cancer and relationship to HIV-1 infection in Uganda and Tanzania,"KASASA, SIMON",CASE WESTERN RESERVE UNIVERSITY,OH,155740,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10904979,2024,NCI,5U54CA254566-05,6872,Molecular determinants of lung cancer in HIV infected and uninfected individuals in Uganda and Tanzania,"GERSON, STANTON",CASE WESTERN RESERVE UNIVERSITY,OH,200857,Mechanistic_Pathogenesis,Molecular determinants of lung cancer,,Mechanistic_and_Genetic,,,,
Lung Cancer,10904980,2024,NCI,5U54CA254566-05,6873,Artificial Intelligence for Lung Cancer Characterization in HIV affected populations in Uganda and Tanzania,"MADABHUSHI, ANANT",CASE WESTERN RESERVE UNIVERSITY,OH,216036,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10905826,2024,NCI,1R01CA284585-01A1,,Computational and functional discovery of isoforms driving cancer and drug resistance,"BROOKS, ANGELA",UNIVERSITY OF CALIFORNIA SANTA CRUZ,CA,697535,Mechanistic_Pathogenesis,Isoform/splicing resistance mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10906117,2024,NCI,5U24CA264044-04,,A Quantitative PET/CT Research Resource for Co-Clinical Imaging of Lung Cancer Therapies,"KINAHAN, PAUL",UNIVERSITY OF WASHINGTON,WA,549873,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10906178,2024,NCI,5U01CA265706-04,,Immunotherapy via engineered therapeutic programs in tumors using RNA,"WEISS, RON",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,MA,432159,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10906178,2024,NIBIB,5U01CA265706-04,,Immunotherapy via engineered therapeutic programs in tumors using RNA,"WEISS, RON",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,MA,175000,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10906214,2024,NCI,5U54CA272688-03,7203,Lung Cancer Vaccine,"LIPKIN, STEVEN",WEILL MEDICAL COLL OF CORNELL UNIV,NY,433293,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10906306,2024,NCI,5R01CA273924-03,,Cachexia-mediated FcRn Modulation and Its Impact on Anti-PD1 Therapy in Lung Cancer,"PHELPS, MITCH",OHIO STATE UNIVERSITY,OH,594010,Mechanistic_Pathogenesis,Cachexia FcRn modulation mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10906330,2024,NCI,5P30CA168524-13,8261,Cancer Prevention and Control Program,"ELLERBECK, EDWARD",UNIVERSITY OF KANSAS MEDICAL CENTER,KS,39540,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10906752,2024,NIA,5U01AG077922-04,,"Dissecting the interplay between aging, genotype and the microenvironment in lung cancer","WINSLOW, MONTE",STANFORD UNIVERSITY,CA,457145,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10907417,2024,NIMHD,5R01MD016898-02,,A smoke-free home intervention in federally subsidized housing,"VIJAYARAGHAVAN, MAYA","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,662665,Strictly_Environmental_or_Gene-Environment,Smoke-free housing intervention is environmental,Smoking,Everything_else,Moved from Environmental to Everything_else (intervention study),,,
Lung Cancer,10907441,2024,NCI,5P01CA254859-03,7904,Project 1: Clinical Trials in Intraoperative Molecular Imaging of Non-Small Cell Cancer,"SINGHAL, SUNIL",UNIVERSITY OF PENNSYLVANIA,PA,370448,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10907443,2024,NCI,5P01CA254859-03,7905,Project 2: Near-Infrared Targeted Tracers for Intraoperative Identification of NSCLC,"LOW, PHILIP",UNIVERSITY OF PENNSYLVANIA,PA,398594,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10907445,2024,NCI,5P01CA254859-03,7906,Project 3: Multispectral Imaging and Robotic Bronchoscopy Devices for Precision Lung Tumor Detection,"NIE, SHUMING",UNIVERSITY OF PENNSYLVANIA,PA,325703,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10907448,2024,NCI,5P01CA254859-03,7907,Shared Resource - Core A: Administrative Core,"SINGHAL, SUNIL",UNIVERSITY OF PENNSYLVANIA,PA,171272,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10907449,2024,NCI,5P01CA254859-03,7908,Biostatistics and Data Management Core,"HWANG, WEI-TING",UNIVERSITY OF PENNSYLVANIA,PA,86834,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10907451,2024,NCI,5P01CA254859-03,7909,Imaging Core,"DELIKATNY, EDWARD",UNIVERSITY OF PENNSYLVANIA,PA,209638,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10907465,2024,NCI,5F31CA261061-04,,Interrogating the role of mutant KRAS allelic imbalance and co-mutated genes in targeted therapy response of NSCLC,"DIAZ, BIANCA",WEILL MEDICAL COLL OF CORNELL UNIV,NY,48974,Mechanistic_Pathogenesis,KRAS allelic imbalance functional role,,Mechanistic_and_Genetic,,,,
Lung Cancer,10907616,2024,NCI,5K01CA279490-02,,Development of abuse liability-based tobacco tax proposals: Experimental impact on tobacco-related socioeconomic cancer health disparities,"FREITAS LEMOS, ROBERTA",VIRGINIA POLYTECHNIC INST AND ST UNIV,VA,211516,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Strictly_Environmental_or_Gene-Environment,,,,
Lung Cancer,10907737,2024,NCI,5R01CA282735-02,,Engineered Nanoformulation for Immune-modulation in Cancer,"RAMESH, RAJAGOPAL",UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR,OK,535400,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10908269,2024,NCI,5U01CA167552-13,,Cancer Epidemiology Cohort in Male Health Professionals,"WILLETT, WALTER",HARVARD SCHOOL OF PUBLIC HEALTH,MA,1405685,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10908324,2024,NCI,5R01CA263662-04,,"Leveraging Social Media to Increase Lung Cancer Screening Awareness, Knowledge and Uptake in High-Risk Populations","CARTER-BAWA, LISA",HACKENSACK UNIVERSITY MEDICAL CENTER,NJ,651814,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10908575,2024,NCI,5R01CA269398-03,,Detecting racial disparities in cancer survival by integrating multiple high-dimensional observational studies,"LI, YI",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,314275,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10909045,2024,NCI,5R01CA243552-06,,Randomized Trial of Automated Video-Assisted Smoking Treatment for People Living with HIV,"VIDRINE, DAMON",H. LEE MOFFITT CANCER CTR & RES INST,FL,454228,Everything_else,Reclassified: Intervention/Administrative,,Everything_else,,,,
Lung Cancer,10909079,2024,NCI,5U01CA275048-03,,Botswana Smoking Abstinence Reinforcement Trial (BSMART),"CHARURAT, MANHATTAN",UNIVERSITY OF MARYLAND BALTIMORE,MD,699789,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Strictly_Environmental_or_Gene-Environment,,,,
Lung Cancer,10909131,2024,NCI,5R01CA273168-03,,Discovery of the next-generation RET-targeted drugs based on nicotinamide scaffold,"WU, JIE",UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR,OK,551629,Mechanistic_Pathogenesis,RET-targeted drug mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10909154,2024,NCI,5K08CA270077-03,,Targeting the immunologic vulnerabilities of small cell lung carcinoma,"MAHADEVAN, NAVIN",BRIGHAM AND WOMEN'S HOSPITAL,MA,207930,Mechanistic_Pathogenesis,Immunologic vulnerability mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10909321,2024,NCI,5R01CA275945-02,,In vivo prime editing for precision cancer mouse models,"XUE, WEN",UNIV OF MASSACHUSETTS MED SCH WORCESTER,MA,594327,Mechanistic_Pathogenesis,Prime editing genetic mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10909840,2024,NCI,5R01CA262164-03,,The Lung EArly Proteins project: A LEAP toward implementing biomarkers in lung cancer screening,"ROBBINS, HILARY",INTERNATIONAL AGENCY FOR RES ON CANCER,FR,452301,Everything_else,Clinical biomarker implementation,,Everything_else,,,,
